name,week,manager,team_id,position,roster_position,points,2-PT,3 and Outs,4 Dwn Stops,40 Yd Pass TD,40 Yd Rush,40 Yd Rush TD,Blk Kick,Comp,Def Yds Allow,FG Yds,FGM 0-19,FGM 20-29,Fum Lost,Fum Rec,Fum Ret TD,Inc,Int,PAT Made,PAT Miss,Pass 1st Downs,Pass TD,Pass Yds,Pick Six,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Ret Yds,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,TFL,Targets,XPR,Yds Allow 0-99,Yds Allow 100-199,Yds Allow 200-299,Yds Allow 300-399,Yds Allow 400-499,Yds Allow 500+,Yds Allow Neg
Saquon Barkley,3,Tony,461.l.254906.t.6,RB,RB,9.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,9,,,18,0,46,0,,,,5,,,,,,,,
Jahmyr Gibbs,3,Tony,461.l.254906.t.6,RB,RB,26.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,32,,,22,2,67,0,,,,6,,,,,,,,
David Njoku,3,Tony,461.l.254906.t.6,TE,TE,9.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,40,,,0,0,0,0,,,,7,,,,,,,,
Javonte Williams,3,Tony,461.l.254906.t.6,RB,W/R/T,12.2,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,16,,,10,0,76,0,,,,5,,,,,,,,
Chuba Hubbard,3,Tony,461.l.254906.t.6,RB,BN,9.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,3,,,17,0,73,0,,,,3,,,,,,,,
DJ Moore,3,Tony,461.l.254906.t.6,WR,BN,12.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,21,,,3,0,7,0,,,,5,,,,,,,,
Jerry Jeudy,3,Tony,461.l.254906.t.6,WR,BN,2.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,17,,,0,0,0,0,,,,5,,,,,,,,
Justin Herbert,3,Tony,461.l.254906.t.6,QB,BN,16.75,0,,,0,0,0,,28,,,,,0,,0,19,1,,,17,1,300,0,,,,,,,,,0,0,0,,,2,0,6,5,,,,0,,,,,,,,
Darnell Mooney,3,Tony,461.l.254906.t.6,WR,BN,8.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,44,,,0,0,0,0,,,,11,,,,,,,,
Najee Harris,3,Tony,461.l.254906.t.6,RB,BN,2.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,6,0,28,0,,,,0,,,,,,,,
Isaiah Likely,3,Tony,461.l.254906.t.6,TE,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Wil Lutz,3,Tony,461.l.254906.t.6,K,K,8.8,,,,,,,,,,68,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,3,Tony,461.l.254906.t.6,DEF,DEF,9.7,,4,0,,,,0,,276,,,,,0,,,1,,,,,,,21,0,0,0,1,0,0,0,,,,0,110,,,,0,0,0,5,,0,0,0,1,0,0,0,0
Lamar Jackson,3,John,461.l.254906.t.4,QB,QB,25.02,0,,,0,0,0,,21,,,,,0,,0,6,0,,,14,3,288,0,,,,,,,,,0,0,0,,,7,0,35,7,,,,0,,,,,,,,
Jakobi Meyers,3,John,461.l.254906.t.4,WR,WR,9.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,63,,,0,0,0,0,,,,4,,,,,,,,
Ricky Pearsall,3,John,461.l.254906.t.4,WR,WR,20.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,0,117,,,0,0,0,0,,,,11,,,,,,,,
Christian McCaffrey,3,John,461.l.254906.t.4,RB,RB,24.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,10,0,88,,,17,0,52,0,,,,15,,,,,,,,
James Conner,3,John,461.l.254906.t.4,RB,RB,6.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,15,,,9,0,22,0,,,,4,,,,,,,,
Dallas Goedert,3,John,461.l.254906.t.4,TE,TE,10.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,1,33,,,0,0,0,0,,,,2,,,,,,,,
Dylan Sampson,3,John,461.l.254906.t.4,RB,W/R/T,0.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,1,0,2,0,,,,0,,,,,,,,
Mark Andrews,3,John,461.l.254906.t.4,TE,BN,27.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,2,91,,,0,0,0,0,,,,6,,,,,,,,
Tyreek Hill,3,John,461.l.254906.t.4,WR,BN,15.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,49,,,0,0,0,0,,,,10,,,,,,,,
Brian Robinson Jr.,3,John,461.l.254906.t.4,RB,BN,2.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,2,0,22,0,,,,0,,,,,,,,
Tua Tagovailoa,3,John,461.l.254906.t.4,QB,BN,17.59,0,,,0,0,0,,22,,,,,0,,0,12,1,,,11,2,146,0,,,,,,,,,0,0,0,,,2,0,10,0,,,,0,,,,,,,,
Daniel Jones,3,John,461.l.254906.t.4,QB,BN,19.42,0,,,0,0,0,,18,,,,,0,,0,7,0,,,10,1,228,0,,,,,,,,,0,0,0,,,4,0,27,0,,,,0,,,,,,,,
Romeo Doubs,3,John,461.l.254906.t.4,WR,BN,4.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,25,,,0,0,0,0,,,,2,,,,,,,,
Chig Okonkwo,3,John,461.l.254906.t.4,TE,BN,11.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,66,,,0,0,0,0,,,,6,,,,,,,,
Matt Prater,3,John,461.l.254906.t.4,K,K,8.8,,,,,,,,,,48,0,0,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,3,John,461.l.254906.t.4,DEF,DEF,11.87,,3,0,,,,0,,260,,,,,0,,,0,,,,,,,13,0,0,0,0,0,0,1,,,,0,106,,,,1,0,0,4,,0,0,0,1,0,0,0,0
Aaron Jones Sr.,3,John,461.l.254906.t.4,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Drake Maye,3,Nick,461.l.254906.t.7,QB,QB,20.37,0,,,0,0,0,,28,,,,,1,,0,9,1,,,13,2,268,0,,,,,,,,,0,0,0,,,7,0,45,5,,,,0,,,,,,,,
Garrett Wilson,3,Nick,461.l.254906.t.7,WR,WR,24.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,10,1,84,,,0,0,0,0,,,,13,,,,,,,,
Keenan Allen,3,Nick,461.l.254906.t.7,WR,WR,19.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,1,65,,,0,0,0,0,,,,11,,,,,,,,
De'Von Achane,3,Nick,461.l.254906.t.7,RB,RB,16.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,0,29,,,12,0,62,0,,,,9,,,,,,,,
David Montgomery,3,Nick,461.l.254906.t.7,RB,RB,32.9,0,,,0,1,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,13,,,12,2,151,0,,,,1,,,,,,,,
Tucker Kraft,3,Nick,461.l.254906.t.7,TE,TE,5.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,29,,,0,0,0,0,,,,4,,,,,,,,
Brian Thomas Jr.,3,Nick,461.l.254906.t.7,WR,W/R/T,7.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,55,,,0,0,0,0,,,,6,,,,,,,,
DeVonta Smith,3,Nick,461.l.254906.t.7,WR,BN,20.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,60,,,0,0,0,0,,,,9,,,,,,,,
Jayden Daniels,3,Nick,461.l.254906.t.7,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jordan Addison,3,Nick,461.l.254906.t.7,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jerome Ford,3,Nick,461.l.254906.t.7,RB,BN,5.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,10,,,0,0,0,0,,,,4,,,,,,,,
Rachaad White,3,Nick,461.l.254906.t.7,RB,BN,2.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,2,,,5,0,12,0,,,,1,,,,,,,,
Hunter Henry,3,Nick,461.l.254906.t.7,TE,BN,29.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,2,90,,,0,0,0,0,,,,11,,,,,,,,
Chase McLaughlin,3,Nick,461.l.254906.t.7,K,K,22.6,,,,,,,,,,206,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,3,Nick,461.l.254906.t.7,DEF,DEF,21.9,,4,1,,,,0,,354,,,,,0,,,0,,,,,,,24,0,0,0,1,0,0,0,,,,1,245,,,,5,0,0,8,,0,0,0,0,1,0,0,0
Los Angeles,3,Nick,461.l.254906.t.7,DEF,BN,16.86,,4,1,,,,0,,288,,,,,1,,,0,,,,,,,27,0,0,0,1,0,0,0,,,,0,168,,,,4,0,0,7,,0,0,0,1,0,0,0,0
Quinshon Judkins,3,Nick,461.l.254906.t.7,RB,IR,16.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,1,,,18,1,94,0,,,,2,,,,,,,,
Kyler Murray,3,Eric,461.l.254906.t.8,QB,QB,15.96,0,,,0,0,0,,22,,,,,0,,0,13,0,,,8,1,159,0,,,,,,,,,0,0,0,,,6,0,37,1,,,,0,,,,,,,,
Ja'Marr Chase,3,Eric,461.l.254906.t.8,WR,WR,8.9,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,50,,,1,0,9,0,,,,6,,,,,,,,
Rome Odunze,3,Eric,461.l.254906.t.8,WR,WR,15.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,62,,,0,0,0,0,,,,7,,,,,,,,
Kenneth Walker III,3,Eric,461.l.254906.t.8,RB,RB,18.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,12,,,16,2,38,0,,,,1,,,,,,,,
Breece Hall,3,Eric,461.l.254906.t.8,RB,RB,9.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,31,,,9,0,21,0,,,,6,,,,,,,,
Sam LaPorta,3,Eric,461.l.254906.t.8,TE,TE,7.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,33,,,0,0,0,0,,,,4,,,,,,,,
Christian Kirk,3,Eric,461.l.254906.t.8,WR,W/R/T,5.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,25,,,0,0,0,0,,,,8,,,,,,,,
Isaac TeSlaa,3,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,2,,,,,,,,
Xavier Worthy,3,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jaylen Warren,3,Eric,461.l.254906.t.8,RB,BN,13.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,34,,,18,0,47,0,,,,6,,,,,,,,
Braelon Allen,3,Eric,461.l.254906.t.8,RB,BN,6.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,17,,,6,0,30,0,,,,2,,,,,,,,
Justin Fields,3,Eric,461.l.254906.t.8,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jayden Reed,3,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Dalton Kincaid,3,Eric,461.l.254906.t.8,TE,BN,17.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,66,,,0,0,0,0,,,,6,,,,,,,,
Chris Boswell,3,Eric,461.l.254906.t.8,K,K,3.0,,,,,,,,,,0,0,0,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,3,Eric,461.l.254906.t.8,DEF,DEF,15.54,,6,0,,,,0,,265,,,,,0,,,0,,,,,,,20,0,0,1,0,0,0,0,,,,0,177,,,,2,0,0,5,,0,0,0,1,0,0,0,0
Mac Jones,3,Mike D,461.l.254906.t.12,QB,QB,18.06,0,,,0,0,0,,27,,,,,0,,0,14,1,,,14,1,284,0,,,,,,,,,0,0,0,,,1,0,-1,1,,,,0,,,,,,,,
Courtland Sutton,3,Mike D,461.l.254906.t.12,WR,WR,24.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,118,,,0,0,0,0,,,,8,,,,,,,,
George Pickens,3,Mike D,461.l.254906.t.12,WR,WR,17.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,68,,,0,0,0,0,,,,9,,,,,,,,
Bijan Robinson,3,Mike D,461.l.254906.t.12,RB,RB,16.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,39,,,13,0,72,0,,,,6,,,,,,,,
Kyren Williams,3,Mike D,461.l.254906.t.12,RB,RB,19.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,18,,,20,0,94,0,,,,3,,,,,,,,
Brock Bowers,3,Mike D,461.l.254906.t.12,TE,TE,9.8,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,38,,,0,0,0,0,,,,5,,,,,,,,
Jaylen Waddle,3,Mike D,461.l.254906.t.12,WR,W/R/T,14.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,39,,,0,0,0,0,,,,6,,,,,,,,
Cooper Kupp,3,Mike D,461.l.254906.t.12,WR,BN,5.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,31,,,0,0,0,0,,,,3,,,,,,,,
Aaron Rodgers,3,Mike D,461.l.254906.t.12,QB,BN,14.81,0,,,0,0,0,,16,,,,,0,,0,7,1,,,5,2,139,0,,,,,,,,,0,0,0,,,4,0,1,0,,,,0,,,,,,,,
Tyler Warren,3,Mike D,461.l.254906.t.12,TE,BN,6.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,38,,,0,0,0,0,,,,5,,,,,,,,
Zach Charbonnet,3,Mike D,461.l.254906.t.12,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Blake Corum,3,Mike D,461.l.254906.t.12,RB,BN,5.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,8,0,53,0,,,,0,,,,,,,,
Calvin Austin III,3,Mike D,461.l.254906.t.12,WR,BN,12.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,34,,,0,0,0,0,,,,5,,,,,,,,
Elic Ayomanor,3,Mike D,461.l.254906.t.12,WR,BN,13.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,38,,,0,0,0,0,,,,5,,,,,,,,
Brandon Aubrey,3,Mike D,461.l.254906.t.12,K,K,8.6,,,,,,,,,,86,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,3,Mike D,461.l.254906.t.12,DEF,DEF,14.46,,2,1,,,,0,,355,,,,,0,,,1,,,,,,,16,0,0,1,0,0,0,0,,,,0,123,,,,1,1,0,3,,0,0,0,0,1,0,0,0
Brock Purdy,3,Mike D,461.l.254906.t.12,QB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Bo Nix,3,Jenn,461.l.254906.t.9,QB,QB,13.97,0,,,1,0,0,,14,,,,,0,,0,11,0,,,5,1,153,0,,,,,,,,,0,0,0,,,8,0,33,2,,,,0,,,,,,,,
Justin Jefferson,3,Jenn,461.l.254906.t.9,WR,WR,12.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,75,,,0,0,0,0,,,,7,,,,,,,,
Nico Collins,3,Jenn,461.l.254906.t.9,WR,WR,23.4,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,104,,,0,0,0,0,,,,11,,,,,,,,
Travis Etienne Jr.,3,Jenn,461.l.254906.t.9,RB,RB,11.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,16,1,56,0,,,,2,,,,,,,,
Rhamondre Stevenson,3,Jenn,461.l.254906.t.9,RB,RB,4.6,0,,,0,0,0,,0,,,,,2,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,38,,,4,0,18,0,,,,3,,,,,,,,
Jake Ferguson,3,Jenn,461.l.254906.t.9,TE,TE,21.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,13,0,82,,,0,0,0,0,,,,14,,,,,,,,
Davante Adams,3,Jenn,461.l.254906.t.9,WR,W/R/T,14.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,56,,,0,0,0,0,,,,8,,,,,,,,
Emeka Egbuka,3,Jenn,461.l.254906.t.9,WR,BN,14.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,85,,,0,0,0,0,,,,8,,,,,,,,
Omarion Hampton,3,Jenn,461.l.254906.t.9,RB,BN,24.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,59,,,19,1,70,0,,,,7,,,,,,,,
Isiah Pacheco,3,Jenn,461.l.254906.t.9,RB,BN,5.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,3,,,10,0,45,0,,,,1,,,,,,,,
Trevor Lawrence,3,Jenn,461.l.254906.t.9,QB,BN,9.28,0,,,0,0,0,,20,,,,,0,,0,20,1,,,10,0,222,0,,,,,,,,,0,0,0,,,2,0,9,2,,,,0,,,,,,,,
Chris Olave,3,Jenn,461.l.254906.t.9,WR,BN,15.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,10,0,57,,,0,0,0,0,,,,14,,,,,,,,
Rico Dowdle,3,Jenn,461.l.254906.t.9,RB,BN,10.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,8,,,10,1,30,0,,,,1,,,,,,,,
Cameron Dicker,3,Jenn,461.l.254906.t.9,K,K,11.9,,,,,,,,,,99,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,3,Jenn,461.l.254906.t.9,DEF,DEF,27.62,,6,2,,,,1,,284,,,,,0,,,1,,,,,,,13,0,0,0,0,0,0,1,,,,1,206,,,,2,0,0,4,,0,0,0,1,0,0,0,0
Pittsburgh,3,Jenn,461.l.254906.t.9,DEF,BN,23.54,,0,1,,,,0,,369,,,,,4,,,1,,,,,,,14,0,0,1,0,0,0,0,,,,0,27,,,,5,0,0,6,,0,0,0,0,1,0,0,0
Josh Allen,3,Diego,461.l.254906.t.11,QB,QB,25.62,0,,,0,0,0,,22,,,,,0,,0,6,0,,,12,3,213,0,,,,,,,,,0,0,0,,,4,0,25,2,,,,0,,,,,,,,
Tee Higgins,3,Diego,461.l.254906.t.11,WR,WR,2.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,15,,,0,0,0,0,,,,2,,,,,,,,
Mike Evans,3,Diego,461.l.254906.t.11,WR,WR,13.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,33,,,0,0,0,0,,,,8,,,,,,,,
Alvin Kamara,3,Diego,461.l.254906.t.11,RB,RB,6.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,14,,,18,0,42,0,,,,2,,,,,,,,
D'Andre Swift,3,Diego,461.l.254906.t.11,RB,RB,10.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,45,,,13,0,33,0,,,,4,,,,,,,,
T.J. Hockenson,3,Diego,461.l.254906.t.11,TE,TE,15.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,49,,,0,0,0,0,,,,6,,,,,,,,
Jameson Williams,3,Diego,461.l.254906.t.11,WR,W/R/T,6.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,43,,,0,0,0,0,,,,3,,,,,,,,
Travis Hunter,3,Diego,461.l.254906.t.11,WR,BN,3.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,21,,,0,0,0,0,,,,2,,,,,,,,
Jauan Jennings,3,Diego,461.l.254906.t.11,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
J.J. McCarthy,3,Diego,461.l.254906.t.11,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Chris Godwin Jr.,3,Diego,461.l.254906.t.11,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Tyler Allgeier,3,Diego,461.l.254906.t.11,RB,BN,1.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,0,,,1,0,4,0,,,,2,,,,,,,,
Isaac Guerendo,3,Diego,461.l.254906.t.11,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Mason Taylor,3,Diego,461.l.254906.t.11,TE,BN,5.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,18,,,0,0,0,0,,,,6,,,,,,,,
Will Reichard,3,Diego,461.l.254906.t.11,K,K,15.7,,,,,,,,,,97,0,0,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,3,Diego,461.l.254906.t.11,DEF,DEF,16.1,,0,1,,,,2,,356,,,,,0,,,1,,,,,,,26,0,0,0,1,0,0,0,,,,0,55,,,,1,0,1,2,,0,0,0,0,1,0,0,0
Jalen Hurts,4,Nick,461.l.254906.t.1,QB,QB,20.5,0,,,0,0,0,,15,,,,,0,,0,9,0,,,10,2,130,0,,,,,,,,,0,0,0,,,9,0,62,2,,,,0,,,,,,,,
Malik Nabers,4,Nick,461.l.254906.t.1,WR,WR,4.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,20,,,0,0,0,0,,,,3,,,,,,,,
Drake London,4,Nick,461.l.254906.t.1,WR,WR,26.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,110,,,0,0,0,0,,,,10,,,,,,,,
Cam Skattebo,4,Nick,461.l.254906.t.1,RB,RB,13.0,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,11,,,25,0,79,0,,,,2,,,,,,,,
Trey Benson,4,Nick,461.l.254906.t.1,RB,RB,10.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,19,,,8,0,35,0,,,,5,,,,,,,,
Zach Ertz,4,Nick,461.l.254906.t.1,TE,TE,6.1,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,21,,,0,0,0,0,,,,4,,,,,,,,
Amon-Ra St. Brown,4,Nick,461.l.254906.t.1,WR,W/R/T,26.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,2,70,,,0,0,0,0,,,,7,,,,,,,,
Tony Pollard,4,Nick,461.l.254906.t.1,RB,BN,10.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,12,,,14,0,64,0,,,,3,,,,,,,,
Rashee Rice,4,Nick,461.l.254906.t.1,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rashod Bateman,4,Nick,461.l.254906.t.1,WR,BN,3.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,24,,,0,0,0,0,,,,2,,,,,,,,
Kareem Hunt,4,Nick,461.l.254906.t.1,RB,BN,5.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,13,,,13,0,34,0,,,,1,,,,,,,,
Ollie Gordon II,4,Nick,461.l.254906.t.1,RB,BN,1.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,6,0,10,0,,,,1,,,,,,,,
Kyle Pitts Sr.,4,Nick,461.l.254906.t.1,TE,BN,18.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,70,,,0,0,0,0,,,,5,,,,,,,,
