name,week,manager,team_id,position,roster_position,points,2-PT,3 and Outs,4 Dwn Stops,40 Yd Pass TD,40 Yd Rush,40 Yd Rush TD,Blk Kick,Comp,Def Yds Allow,FG Yds,FGM 0-19,FGM 20-29,Fum Lost,Fum Rec,Fum Ret TD,Inc,Int,PAT Made,PAT Miss,Pass 1st Downs,Pass TD,Pass Yds,Pick Six,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Ret Yds,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,TFL,Targets,XPR,Yds Allow 0-99,Yds Allow 100-199,Yds Allow 200-299,Yds Allow 300-399,Yds Allow 400-499,Yds Allow 500+,Yds Allow Neg
Kendre Miller,5,Mike D,461.l.254906.t.12,RB,BN,5.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,8,,,10,0,41,0,,,,1,,,,,,,,
Isaiah Bond,5,Mike D,461.l.254906.t.12,WR,BN,4.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,29,,,0,0,0,0,,,,7,,,,,,,,
Brandon Aubrey,5,Mike D,461.l.254906.t.12,K,K,6.5,,,,,,,,,,35,0,0,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,5,Mike D,461.l.254906.t.12,DEF,DEF,15.87,,3,1,,,,0,,327,,,,,1,,,1,,,,,,,16,0,0,1,0,0,0,0,,,,0,106,,,,2,0,0,4,,0,0,0,0,1,0,0,0
Brock Purdy,5,Mike D,461.l.254906.t.12,QB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Baker Mayfield,5,Andy,461.l.254906.t.3,QB,QB,33.41,1,,,0,0,0,,29,,,,,0,,0,4,0,,,17,2,379,0,,,,,,,,,0,0,0,,,5,0,15,1,,,,0,,,,,,,,
Zay Flowers,5,Andy,461.l.254906.t.3,WR,WR,12.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,72,,,0,0,0,0,,,,5,,,,,,,,
Marvin Mims Jr.,5,Andy,461.l.254906.t.3,WR,WR,3.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,10,,,1,0,9,0,,,,5,,,,,,,,
James Cook III,5,Andy,461.l.254906.t.3,RB,RB,4.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,15,0,49,0,,,,1,,,,,,,,
Jordan Mason,5,Andy,461.l.254906.t.3,RB,RB,12.6,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,4,,,13,1,52,0,,,,4,,,,,,,,
Darren Waller,5,Andy,461.l.254906.t.3,TE,TE,18.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,78,,,0,0,0,0,,,,5,,,,,,,,
Josh Downs,5,Andy,461.l.254906.t.3,WR,W/R/T,11.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,54,,,0,0,0,0,,,,8,,,,,,,,
Calvin Ridley,5,Andy,461.l.254906.t.3,WR,BN,19.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,131,,,0,0,0,0,,,,10,,,,,,,,
Dalton Schultz,5,Andy,461.l.254906.t.3,TE,BN,11.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,60,,,0,0,0,0,,,,6,,,,,,,,
Josh Jacobs,5,Andy,461.l.254906.t.3,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Caleb Williams,5,Andy,461.l.254906.t.3,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
CeeDee Lamb,5,Andy,461.l.254906.t.3,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Nick Chubb,5,Andy,461.l.254906.t.3,RB,BN,12.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,11,1,61,0,,,,1,,,,,,,,
Spencer Shrader,5,Andy,461.l.254906.t.3,K,K,2.0,,,,,,,,,,0,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tampa Bay,5,Andy,461.l.254906.t.3,DEF,DEF,-0.92,,0,0,,,,0,,463,,,,,1,,,1,,,,,,,35,0,0,0,0,0,1,0,,,,0,129,,,,0,0,0,1,,0,0,0,0,0,1,0,0
Green Bay,5,Andy,461.l.254906.t.3,DEF,BN,0.0,,0,0,,,,0,,0,,,,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0
Jalen Coker,5,Andy,461.l.254906.t.3,WR,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Josh Allen,5,Diego,461.l.254906.t.11,QB,QB,24.72,0,,,0,0,0,,22,,,,,1,,0,9,1,,,16,2,253,0,,,,,,,,,0,0,0,,,9,0,53,1,,,,0,,,,,,,,
Tee Higgins,5,Diego,461.l.254906.t.11,WR,WR,11.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,22,,,0,0,0,0,,,,7,,,,,,,,
Chris Godwin Jr.,5,Diego,461.l.254906.t.11,WR,WR,5.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,26,,,0,0,0,0,,,,4,,,,,,,,
Alvin Kamara,5,Diego,461.l.254906.t.11,RB,RB,9.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,28,,,8,0,27,0,,,,6,,,,,,,,
Emari Demercado,5,Diego,461.l.254906.t.11,RB,RB,6.6,0,,,0,1,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,3,0,81,0,,,,0,,,,,,,,
T.J. Hockenson,5,Diego,461.l.254906.t.11,TE,TE,9.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,38,,,0,0,0,0,,,,6,,,,,,,,
Jameson Williams,5,Diego,461.l.254906.t.11,WR,W/R/T,2.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,9,,,1,0,1,0,,,,1,,,,,,,,
D'Andre Swift,5,Diego,461.l.254906.t.11,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Mike Evans,5,Diego,461.l.254906.t.11,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Travis Hunter,5,Diego,461.l.254906.t.11,WR,BN,9.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,64,,,0,0,0,0,,,,3,,,,,,,,
Jauan Jennings,5,Diego,461.l.254906.t.11,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
J.J. McCarthy,5,Diego,461.l.254906.t.11,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Tyler Allgeier,5,Diego,461.l.254906.t.11,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Mason Taylor,5,Diego,461.l.254906.t.11,TE,BN,17.7,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,9,0,67,,,0,0,0,0,,,,12,,,,,,,,
Will Reichard,5,Diego,461.l.254906.t.11,K,K,3.0,,,,,,,,,,0,0,0,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia,5,Diego,461.l.254906.t.11,DEF,DEF,8.15,,3,0,,,,0,,358,,,,,0,,,0,,,,,,,21,0,0,0,1,0,0,0,,,,0,145,,,,2,0,0,5,,0,0,0,0,1,0,0,0
Daniel Jones,5,John,461.l.254906.t.4,QB,QB,20.53,0,,,0,0,0,,20,,,,,0,,0,9,0,,,11,2,212,0,,,,,,,,,0,0,0,,,1,0,2,0,,,,0,,,,,,,,
Jakobi Meyers,5,John,461.l.254906.t.4,WR,WR,7.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,32,,,0,0,0,0,,,,6,,,,,,,,
Tre Tucker,5,John,461.l.254906.t.4,WR,WR,11.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,62,,,1,0,9,0,,,,6,,,,,,,,
Chase Brown,5,John,461.l.254906.t.4,RB,RB,11.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,0,21,,,8,0,27,0,,,,8,,,,,,,,
Miles Sanders,5,John,461.l.254906.t.4,RB,RB,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Mark Andrews,5,John,461.l.254906.t.4,TE,TE,4.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,22,,,0,0,0,0,,,,3,,,,,,,,
Deebo Samuel,5,John,461.l.254906.t.4,WR,W/R/T,23.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,96,,,0,0,0,0,,,,11,,,,,,,,
Dallas Goedert,5,John,461.l.254906.t.4,TE,BN,10.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,19,,,0,0,0,0,,,,9,,,,,,,,
Ricky Pearsall,5,John,461.l.254906.t.4,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Tyreek Hill,5,John,461.l.254906.t.4,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Lamar Jackson,5,John,461.l.254906.t.4,QB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Dylan Sampson,5,John,461.l.254906.t.4,RB,BN,1.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,6,,,1,0,-4,0,,,,2,,,,,,,,
Chig Okonkwo,5,John,461.l.254906.t.4,TE,BN,8.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,48,,,0,0,0,0,,,,5,,,,,,,,
Matt Prater,5,John,461.l.254906.t.4,K,K,9.6,,,,,,,,,,76,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,5,John,461.l.254906.t.4,DEF,DEF,6.21,,1,1,,,,1,,456,,,,,2,,,0,,,,,,,23,0,0,0,1,0,0,0,,,,0,73,,,,1,0,0,1,,0,0,0,0,0,1,0,0
Cleveland,5,John,461.l.254906.t.4,DEF,BN,12.93,,3,0,,,,0,,349,,,,,2,,,0,,,,,,,21,0,0,0,1,0,0,0,,,,0,109,,,,3,0,0,6,,0,0,0,0,1,0,0,0
James Conner,5,John,461.l.254906.t.4,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Aaron Jones Sr.,5,John,461.l.254906.t.4,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Patrick Mahomes,5,Danielle,461.l.254906.t.10,QB,QB,33.17,0,,,0,0,0,,29,,,,,0,,0,12,1,,,15,1,318,1,,,,,,,,,0,0,0,,,6,1,60,0,,,,0,,,,,,,,
Jaxon Smith-Njigba,5,Danielle,461.l.254906.t.10,WR,WR,28.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,8,1,132,,,0,0,0,0,,,,9,,,,,,,,
Wan'Dale Robinson,5,Danielle,461.l.254906.t.10,WR,WR,8.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,30,,,1,0,2,0,,,,7,,,,,,,,
Derrick Henry,5,Danielle,461.l.254906.t.10,RB,RB,9.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,15,1,33,0,,,,1,,,,,,,,
Jonathan Taylor,5,Danielle,461.l.254906.t.10,RB,RB,31.6,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,20,,,17,3,66,0,,,,4,,,,,,,,
Travis Kelce,5,Danielle,461.l.254906.t.10,TE,TE,19.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,1,61,,,0,0,0,0,,,,8,,,,,,,,
Stefon Diggs,5,Danielle,461.l.254906.t.10,WR,W/R/T,25.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,10,0,146,,,0,0,0,0,,,,12,,,,,,,,
J.K. Dobbins,5,Danielle,461.l.254906.t.10,RB,BN,15.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,5,,,20,1,79,0,,,,1,,,,,,,,
Keon Coleman,5,Danielle,461.l.254906.t.10,WR,BN,10.3,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,23,,,0,0,0,0,,,,7,,,,,,,,
Terry McLaurin,5,Danielle,461.l.254906.t.10,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rashid Shaheed,5,Danielle,461.l.254906.t.10,WR,BN,22.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,114,,,0,0,0,0,,,,5,,,,,,,,
C.J. Stroud,5,Danielle,461.l.254906.t.10,QB,BN,31.91,0,,,0,0,0,,23,,,,,0,,0,4,0,,,13,4,244,0,,,,,,,,,0,0,0,,,1,0,30,2,,,,0,,,,,,,,
Brandon Aiyuk,5,Danielle,461.l.254906.t.10,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Harrison Butker,5,Danielle,461.l.254906.t.10,K,K,4.0,,,,,,,,,,0,0,0,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,5,Danielle,461.l.254906.t.10,DEF,DEF,13.64,,2,1,,,,0,,319,,,,,1,,,1,,,,,,,25,0,0,0,1,0,0,0,,,,0,132,,,,3,0,0,5,,0,0,0,0,1,0,0,0
Miami,5,Danielle,461.l.254906.t.10,DEF,BN,7.77,,1,0,,,,0,,418,,,,,1,,,1,,,,,,,27,0,0,0,1,0,0,0,,,,0,151,,,,3,0,0,3,,0,0,0,0,0,1,0,0
Dak Prescott,5,J.P.,461.l.254906.t.5,QB,QB,31.98,0,,,1,0,0,,18,,,,,0,,0,11,0,,,12,4,237,0,,,,,,,,,0,0,0,,,7,0,28,1,,,,0,,,,,,,,
A.J. Brown,5,J.P.,461.l.254906.t.5,WR,WR,9.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,43,,,0,0,0,0,,,,8,,,,,,,,
Tetairoa McMillan,5,J.P.,461.l.254906.t.5,WR,WR,13.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,73,,,0,0,0,0,,,,8,,,,,,,,
Ashton Jeanty,5,J.P.,461.l.254906.t.5,RB,RB,15.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,42,,,14,0,67,0,,,,7,,,,,,,,
TreVeyon Henderson,5,J.P.,461.l.254906.t.5,RB,RB,4.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,3,,,6,0,24,0,,,,3,,,,,,,,
Brenton Strange,5,J.P.,461.l.254906.t.5,TE,TE,3.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,22,,,0,0,0,0,,,,1,,,,,,,,
Ladd McConkey,5,J.P.,461.l.254906.t.5,WR,W/R/T,14.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,39,,,0,0,0,0,,,,7,,,,,,,,
Matthew Stafford,5,J.P.,461.l.254906.t.5,QB,BN,31.36,0,,,0,0,0,,30,,,,,1,,0,17,0,,,18,3,389,0,,,,,,,,,0,0,0,,,1,0,0,1,,,,0,,,,,,,,
Khalil Shakir,5,J.P.,461.l.254906.t.5,WR,BN,11.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,45,,,1,0,5,0,,,,9,,,,,,,,
Tyrone Tracy Jr.,5,J.P.,461.l.254906.t.5,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Bhayshul Tuten,5,J.P.,461.l.254906.t.5,RB,BN,2.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,5,,,4,0,6,0,,,,1,,,,,,,,
Hollywood Brown,5,J.P.,461.l.254906.t.5,WR,BN,8.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,48,,,0,0,0,0,,,,8,,,,,,,,
Troy Franklin,5,J.P.,461.l.254906.t.5,WR,BN,8.5,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,35,,,0,0,0,0,,,,5,,,,,,,,
Kenneth Gainwell,5,J.P.,461.l.254906.t.5,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jake Bates,5,J.P.,461.l.254906.t.5,K,K,5.0,,,,,,,,,,0,0,0,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,5,J.P.,461.l.254906.t.5,DEF,DEF,12.09,,5,0,,,,0,,322,,,,,0,,,0,,,,,,,17,0,0,1,0,0,0,0,,,,0,117,,,,2,0,0,5,,0,0,0,0,1,0,0,0
George Kittle,5,J.P.,461.l.254906.t.5,TE,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Bo Nix,5,Jenn,461.l.254906.t.9,QB,QB,19.78,1,,,0,0,0,,24,,,,,0,,0,15,0,,,12,1,242,0,,,,,,,,,0,0,0,,,3,0,22,2,,,,0,,,,,,,,
Justin Jefferson,5,Jenn,461.l.254906.t.9,WR,WR,20.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,0,123,,,0,0,0,0,,,,11,,,,,,,,
Davante Adams,5,Jenn,461.l.254906.t.9,WR,WR,13.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,88,,,0,0,0,0,,,,11,,,,,,,,
Travis Etienne Jr.,5,Jenn,461.l.254906.t.9,RB,RB,8.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,9,,,12,0,49,0,,,,4,,,,,,,,
Omarion Hampton,5,Jenn,461.l.254906.t.9,RB,RB,13.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,26,,,12,0,44,0,,,,6,,,,,,,,
Jake Ferguson,5,Jenn,461.l.254906.t.9,TE,TE,23.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,2,49,,,0,0,0,0,,,,9,,,,,,,,
Nico Collins,5,Jenn,461.l.254906.t.9,WR,W/R/T,16.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,52,,,1,0,8,0,,,,5,,,,,,,,
Emeka Egbuka,5,Jenn,461.l.254906.t.9,WR,BN,32.3,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,1,163,,,0,0,0,0,,,,7,,,,,,,,
Rhamondre Stevenson,5,Jenn,461.l.254906.t.9,RB,BN,14.7,0,,,0,0,0,,0,,,,,1,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,13,,,7,2,14,0,,,,2,,,,,,,,
Isiah Pacheco,5,Jenn,461.l.254906.t.9,RB,BN,8.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,20,,,7,0,36,0,,,,3,,,,,,,,
Trevor Lawrence,5,Jenn,461.l.254906.t.9,QB,BN,27.34,0,,,0,0,0,,18,,,,,1,,0,7,1,,,8,1,221,0,,,,,,,,,0,0,0,,,10,2,54,3,,,,0,,,,,,,,
Chris Olave,5,Jenn,461.l.254906.t.9,WR,BN,12.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,0,59,,,0,0,0,0,,,,11,,,,,,,,
Rico Dowdle,5,Jenn,461.l.254906.t.9,RB,BN,36.4,0,,,0,2,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,28,,,23,1,206,0,,,,4,,,,,,,,
Cameron Dicker,5,Jenn,461.l.254906.t.9,K,K,6.5,,,,,,,,,,55,0,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,5,Jenn,461.l.254906.t.9,DEF,DEF,0.17,,1,0,,,,0,,426,,,,,0,,,0,,,,,,,38,0,0,0,0,0,1,0,,,,0,196,,,,1,0,0,6,,0,0,0,0,0,1,0,0
Pittsburgh,5,Jenn,461.l.254906.t.9,DEF,BN,0.0,,0,0,,,,0,,0,,,,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0
Justin Herbert,5,Tony,461.l.254906.t.6,QB,QB,15.89,0,,,0,1,0,,22,,,,,0,,0,7,1,,,9,1,166,0,,,,,,,,,0,0,0,,,4,0,60,4,,,,0,,,,,,,,
Marvin Harrison Jr.,5,Tony,461.l.254906.t.6,WR,WR,13.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,98,,,0,0,0,0,,,,5,,,,,,,,
Jerry Jeudy,5,Tony,461.l.254906.t.6,WR,WR,3.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,15,,,0,0,0,0,,,,5,,,,,,,,
Saquon Barkley,5,Tony,461.l.254906.t.6,RB,RB,17.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,58,,,6,0,30,0,,,,3,,,,,,,,
Jahmyr Gibbs,5,Tony,461.l.254906.t.6,RB,RB,16.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,33,,,12,0,54,0,,,,2,,,,,,,,
David Njoku,5,Tony,461.l.254906.t.6,TE,TE,18.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,67,,,0,0,0,0,,,,9,,,,,,,,
Javonte Williams,5,Tony,461.l.254906.t.6,RB,W/R/T,28.4,0,,,0,1,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,1,4,,,16,1,135,0,,,,2,,,,,,,,
Chuba Hubbard,5,Tony,461.l.254906.t.6,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
DK Metcalf,5,Tony,461.l.254906.t.6,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jared Goff,5,Tony,461.l.254906.t.6,QB,BN,21.12,0,,,0,0,0,,19,,,,,1,,0,4,0,,,14,3,258,0,,,,,,,,,0,0,0,,,2,0,-2,4,,,,0,,,,,,,,
DJ Moore,5,Tony,461.l.254906.t.6,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Darnell Mooney,5,Tony,461.l.254906.t.6,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Isaiah Likely,5,Tony,461.l.254906.t.6,TE,BN,2.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,12,,,0,0,0,0,,,,1,,,,,,,,
Wil Lutz,5,Tony,461.l.254906.t.6,K,K,10.1,,,,,,,,,,91,0,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,5,Tony,461.l.254906.t.6,DEF,DEF,11.79,,1,0,,,,0,,338,,,,,1,,,0,,,,,,,23,0,0,0,1,0,0,0,,,,0,127,,,,4,0,0,6,,0,0,0,0,1,0,0,0
Jayden Daniels,5,Nick,461.l.254906.t.7,QB,QB,18.79,0,,,0,0,0,,15,,,,,0,,0,11,0,,,9,1,231,0,,,,,,,,,0,0,0,,,8,0,39,1,,,,0,,,,,,,,
Garrett Wilson,5,Nick,461.l.254906.t.7,WR,WR,19.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,71,,,0,0,0,0,,,,10,,,,,,,,
Brian Thomas Jr.,5,Nick,461.l.254906.t.7,WR,WR,12.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,80,,,0,0,0,0,,,,6,,,,,,,,
De'Von Achane,5,Nick,461.l.254906.t.7,RB,RB,16.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,30,,,10,0,16,0,,,,7,,,,,,,,
