gsis_unq,wk1_depth,gsis_id,cleaned_name_yahoo,player_key,primary_position,season,gs_unq,bye_weeks.week,player_points.total,recent_team,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,misc_yards,penalties,penalty_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,def_points_allowed,def_plays_against,def_yds_per_play,def_takeaways,def_cmp_against,def_pass_attempts_against,def_passing_allowed,def_passing_td_allowed,def_passing_ny_attempt,def_passing_1st,def_rushing_attamepts_against,def_rushing_allowed,def_rushing_td_allowed,def_rushing_ny_attempt,def_rushing_1st,def_penalties,def_penalty_yds,def_penalty_1st,def_scoring_drives%,def_TO_drives%,def_exp_pts,def_season,def_3Datt,def_3D%,def_4Datt,def_4D%,def_rz_att,def_rz%,team,def_special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_safeties,def_misc_yards,def_fumble_recovery_opp,def_fumble_recovery_yards_opp,def_fumble_recovery_tds,def_punt_returns,def_punt_return_yards,def_kickoff_returns,def_kickoff_return_yards,HC,OC,DC,eos_depth
00-0035624_2022,99,00-0035624,nkeal harry,414.p.31864,WR,2022,00-0035624_2022,11,24.6,CHI,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,116,1,0,0,153,16,4,8.584231152955908,0,0.7581699346405228,0.025069638,0.044658494,0.068865403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chicago bears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matt eberflus,luke getsy,alan williams,2
00-0035628_2019,1,00-0035628,dernest johnson,390.p.32608,RB,2019,00-0035628_2019,12,15.2,CLE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,-2.031266067,0,6,7,71,0,0,0,34,43,1,2.0601813620887697,0,2.088235294117647,0.013539652,0.007338657,0.025446538,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freddie kitchens,todd monken,steve wilks,2
00-0035628_2020,3,00-0035628,dernest johnson,399.p.32608,RB,2020,00-0035628_2020,8,21,CLE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,166,0,1,0,7,-2.164771401,0,3,4,14,0,0,0,0,12,0,-0.940128477,0,0,0.00856531,0,0.012847966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kevin stefanski,alex van pelt,joe woods,3
00-0035628_2021,3,00-0035628,dernest johnson,406.p.32608,RB,2021,00-0035628_2021,12,106.1,CLE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,534,3,0,0,25,6.4351156105985865,0,19,25,137,0,1,0,6,138,7,0.7006596530263778,0,22.83333333333333,0.0501002,0.00139795,0.076128865,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kevin stefanski,alex van pelt,joe woods,2
00-0035628_2022,3,00-0035628,dernest johnson,414.p.32608,RB,2022,00-0035628_2022,13,5.4,CLE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,1,-0.063917414,0,3,3,7,0,0,0,-1,8,0,-0.964569332,0,-7,0.00591716,-0.000224568,0.008718542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleveland browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kevin stefanski,alex van pelt,joe woods,3
00-0035628_2023,3,00-0035628,dernest johnson,423.p.32608,RB,2023,00-0035628_2023,14,34.8,JAX,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,108,0,0,0,6,-13.30533397,0,10,12,140,0,0,0,10,136,6,9.814723854260428,0,14,0.019769357,0.002007629,0.031059377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug pederson,press taylor,mike caldwell,2
00-0035628_2024,3,00-0035628,dernest johnson,449.p.32608,RB,2024,00-0035628_2024,11,35.9,JAX,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,143,0,0,0,7,3.198504520460256,0,12,19,96,0,0,0,7,101,3,-12.74694028,0,13.714285714285714,0.036398467,0.001526385,0.05566617,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jacksonville jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doug pederson,press taylor,ryan nielsen,3
00-0035631_2019,3,00-0035631,drew sample,390.p.31884,TE,2019,00-0035631_2019,9,8,CIN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,30,0,0,0,42,13,1,-0.429956124,0,0.7142857142857143,0.010186757,0.008363202,0.021134377,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cincinnati bengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zac taylor,brian callahan,lou anarumo,99
00-0035631_2020,2,00-0035631,drew sample,399.p.31884,TE,2020,00-0035631_2020,9,78.9,CIN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53,349,1,1,1,222,198,16,2.363057419541292,0,1.572072072072072,0.093639576,0.046964248,0.1733343375137638,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cincinnati bengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zac taylor,brian callahan,lou anarumo,1
00-0035631_2021,2,00-0035631,drew sample,406.p.31884,TE,2021,00-0035631_2021,10,19.1,CIN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,81,0,0,0,35,82,3,0.321978354,0,2.3142857142857145,0.027777778,0.007959973,0.047238648,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cincinnati bengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zac taylor,brian callahan,lou anarumo,2
00-0035631_2022,2,00-0035631,drew sample,414.p.31884,TE,2022,00-0035631_2022,17,1.8,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,0,-2,0,0,-3.015964342,0,0,0.003367003,-0.000479272,0.004715015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cincinnati bengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zac taylor,brian callahan,lou anarumo,99
00-0035631_2023,2,00-0035631,drew sample,423.p.31884,TE,2023,00-0035631_2023,7,50.3,CIN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,163,2,0,0,29,173,9,0.4960504843613567,0,5.620689655172414,0.045608108,0.007478081,0.073646819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cincinnati bengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zac taylor,brian callahan,lou anarumo,1
00-0035631_2024,1,00-0035631,drew sample,449.p.31884,TE,2024,00-0035631_2024,12,36.5,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,-1.479451094,0,20,22,109,1,1,0,34,81,9,4.7640059483237565,0,3.2058823529411766,0.035031847,0.007368877,0.057705985,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cincinnati bengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zac taylor,dan pitcher,lou anarumo,1
00-0035639_2019,3,00-0035639,parris campbell,390.p.31891,WR,2019,00-0035639_2019,8,38.1,IND,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,1,1.1373697114177048,0,18,24,127,1,2,1,188,106,6,-4.273801219,0,0.675531915,0.049180328,0.045575758,0.1056735221063089,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,frank reich,nick sirianni,matt eberflus,99
00-0035639_2020,1,00-0035639,parris campbell,399.p.31891,WR,2020,00-0035639_2020,10,14.7,IND,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,2,0.5073884823359549,0,6,9,71,0,0,0,107,18,4,-0.544535634,0,0.6635514018691588,0.01682243,0.026979324,0.044119172,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,frank reich,nick sirianni,matt eberflus,99
00-0035639_2021,1,00-0035639,parris campbell,406.p.31891,WR,2021,00-0035639_2021,7,32.2,IND,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,162,1,0,0,334,17,7,2.3772227646550164,0,0.4850299401197604,0.039840637,0.0835,0.1182109561752988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,frank reich,marcus brady,matt eberflus,99
00-0035639_2022,1,00-0035639,parris campbell,414.p.31891,WR,2022,00-0035639_2022,9,149.1,IND,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,2,2.292866151139606,0,63,91,623,3,1,0,582,276,32,-7.994461107,0,1.070446735395189,0.15716753,0.1516810007818608,0.3419279958840902,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,indianapolis colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,frank reich,marcus brady,gus bradley,1
00-0035639_2023,1,00-0035639,parris campbell,423.p.31891,WR,2023,00-0035639_2023,7,29.4,NYG,10,0,0,0,0,0,1,-8,0,0,0,0,0,-1.526787481,0,0,0,0,0,0,0,0,0,0,0,20,27,104,0,0,0,91,65,2,-22.29717061,0,1.1428571428571428,0.055670103,0.024035922,0.1003302999112302,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new york giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brian daboll,mike kafka,don martindale,2
00-0035639_2024,99,00-0035639,parris campbell,449.p.31891,WR,2024,00-0035639_2024,7,15,PHI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,30,1,0,0,34,9,1,0.3884675193112343,0,0.8823529411764706,0.019138756,0.0097617,0.035541324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philadelphia eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nick sirianni,kellen moore,vic fangio,99
00-0035640_2019,1,00-0035640,dk metcalf,390.p.31896,WR,2019,00-0035640_2019,7,188.1,SEA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0.2544566933065653,0,58,100,900,7,3,3,1293,276,39,25.78647528041466,1,0.6960556844547564,0.2024291497975708,0.2658852560148056,0.4897634039067202,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,brian schottenheimer,ken norton,1
00-0035640_2020,1,00-0035640,dk metcalf,399.p.31896,WR,2020,00-0035640_2020,4,276.3,SEA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,129,1303,10,1,1,1768,363,64,59.35053433746419,0,0.7369909502262444,0.2402234636871508,0.3657426561853537,0.6163550548604738,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,brian schottenheimer,ken norton,1
00-0035640_2021,1,00-0035640,dk metcalf,406.p.31896,WR,2021,00-0035640_2021,7,245.3,SEA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0.2224415294476784,0,75,129,967,12,1,0,1636,328,48,28.66440862117452,0,0.5910757946210269,0.2721518987341772,0.3541892184455509,0.6561603010131515,41,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,shane waldron,ken norton,1
00-0035640_2022,1,00-0035640,dk metcalf,414.p.31896,WR,2022,00-0035640_2022,9,232.8,SEA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,141,1048,6,2,2,1581,216,47,7.048705952152498,0,0.6628716002530044,0.2549728752260398,0.3660569576290808,0.6386991831794162,0,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,shane waldron,clint hurtt,1
00-0035640_2023,1,00-0035640,dk metcalf,423.p.31896,WR,2023,00-0035640_2023,6,228.4,SEA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,119,1114,8,0,0,1529,367,52,42.645217051199126,0,0.7285807717462394,0.2175502742230347,0.3710264498908032,0.5860439262581143,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,shane waldron,clint hurtt,1
00-0035640_2024,1,00-0035640,dk metcalf,449.p.31896,WR,2024,00-0035640_2024,9,194.2,SEA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,108,992,5,2,2,1481,263,35,23.169524922443763,0,0.6698176907494936,0.1898066783831282,0.3599902771025766,0.536703212,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike macdonald,ryan grubb,aden durde,1
00-0035644_2019,2,00-0035644,noah fant,390.p.31852,TE,2019,00-0035644_2019,9,113,DEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-12,0,0,0,0,-4.670491266,0,40,66,562,3,1,1,503,330,23,-0.397987162,0,1.117296222664016,0.1372141372141372,0.142816581,0.3057928128626596,0,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vic fangio,rich scangarello,ed donatell,2
00-0035644_2020,1,00-0035644,noah fant,399.p.31852,TE,2020,00-0035644_2020,9,149.3,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,93,673,3,0,0,626,377,34,11.599787657826209,1,1.0750798722044728,0.174484053,0.1245523278949462,0.3489127083257119,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vic fangio,pat shurmur,ed donatell,1
00-0035644_2021,1,00-0035644,noah fant,406.p.31852,TE,2021,00-0035644_2021,10,159,DEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,90,670,4,0,0,540,319,29,15.235971487362129,0,1.2407407407407407,0.1740812379110251,0.1186291739894551,0.3441622786591563,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,denver broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vic fangio,pat shurmur,ed donatell,1
00-0035644_2022,2,00-0035644,noah fant,414.p.31852,TE,2022,00-0035644_2022,17,122.6,SEA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,486,4,0,0,406,221,24,19.09036410652693,0,1.1970443349753694,0.1139240506329113,0.094003241,0.2366883449931272,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,shane waldron,clint hurtt,1
00-0035644_2023,2,00-0035644,noah fant,423.p.31852,TE,2023,00-0035644_2023,7,73.4,SEA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43,414,0,0,0,298,177,16,11.724469571432564,0,1.389261744966443,0.078610603,0.072312545,0.1685346867850803,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pete carroll,shane waldron,clint hurtt,2
00-0035644_2024,1,00-0035644,noah fant,449.p.31852,TE,2024,00-0035644_2024,12,104,SEA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,64,500,1,0,0,339,277,25,6.513732459180895,0,1.4749262536873156,0.1124780316344463,0.082401556,0.226398136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle seahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike macdonald,ryan grubb,aden durde,1
00-0035645_2019,3,00-0035645,gunner olszewski,390.p.32612,WR,2019,00-0035645_2019,11,3.4,NE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,34,0,0,0,24,16,1,0.5635710118804127,0,1.4166666666666667,0.00681431,0.005160181,0.013833592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new england patriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill belichick,josh mcdaniels,bill belichick,99
00-0035645_2020,99,00-0035645,gunner olszewski,399.p.32612,WR,2020,00-0035645_2020,11,19.5,NE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,1,-1.402335057,0,5,5,62,1,0,0,27,35,3,6.976626084244344,0,2.2962962962962963,0.011904762,0.009015025,0.02416766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new england patriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill belichick,josh mcdaniels,bill belichick,2
00-0035645_2021,2.5,00-0035645,gunner olszewski,406.p.32612,WR,2021,00-0035645_2021,10,6,NE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.7659604288637638,0,2,3,31,0,0,0,29,14,2,1.6776933936052956,0,1.0689655172413792,0.005725191,0.00676306,0.013321928,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new england patriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill belichick,josh mcdaniels,bill belichick,2
00-0035645_2022,2,00-0035645,gunner olszewski,414.p.32612,WR,2022,00-0035645_2022,9,14.2,PIT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,0,0,0,3,1.522669167839922,0,5,7,53,0,0,0,57,13,1,0.995576426,0,0.9298245614035088,0.012773723,0.012107052,0.02763552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pittsburgh steelers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike tomlin,matt canada,teryl austin,3
