,player_id,player_name,sacks_suffered,season,attempts,passing_air_yards,carries,rushing_yards,receptions,receiving_yards,fg_att,pat_att,fg_made_distance,fg_missed_distance
6462,00-0020754,K.Campbell,0,2002,0,0,1,11,13,176,0,0,0,0
6464,00-0020780,F.Jackson,0,2002,1,0,0,0,1,6,0,0,0,0
6466,00-0020805,J.McKie,0,2002,0,0,0,0,1,7,0,0,0,0
6469,00-0020820,J.Chatman,0,2002,0,0,6,19,3,44,0,0,0,0
6471,00-0020828,J.Norman,0,2002,0,0,0,0,16,201,0,0,0,0
6475,00-0020849,C.Stackhouse,0,2002,0,0,0,0,13,88,0,0,0,0
6481,00-0020904,E.Parker,0,2002,0,0,0,0,17,268,0,0,0,0
6483,00-0020917,J.Burns,0,2002,0,0,5,7,0,0,0,0,0,0
6487,00-0020964,T.Fisher,0,2002,0,0,70,283,18,70,0,0,0,0
6489,00-0020972,B.Cundiff,0,2002,0,0,0,0,0,0,19,25,414,305
6490,00-0020973,W.Dantzler,0,2002,0,0,0,0,0,0,0,0,0,0
6494,00-0020984,R.Hymes,0,2002,0,0,0,0,6,123,0,0,0,0
6495,00-0020988,J. Julien,0,2002,0,0,0,0,0,0,0,0,0,0
6500,00-0021031,J.Simon,0,2002,0,0,9,18,16,167,0,0,0,0
6502,00-0021034,N.Black,0,2002,0,0,0,0,0,0,0,0,0,0
6504,00-0021048,D.Anderson,0,2002,0,0,24,65,3,36,0,0,0,0
6507,00-0021063,J.Soliday,0,2002,0,0,0,0,4,39,0,0,0,0
6511,00-0021084,M.Schobel,0,2002,0,0,0,0,27,212,0,0,0,0
6514,00-0021087,O. Easy,0,2002,0,0,0,0,3,23,0,0,0,0
6515,00-0021090,C. Luzar,0,2002,0,0,0,0,1,5,0,0,0,0
6517,00-0021093,H.Haygood,0,2002,0,0,0,0,0,0,0,0,0,0
6518,00-0021094,J. McAddley,0,2002,0,0,0,0,25,362,0,0,0,0
6521,00-0021097,K.Hill,0,2002,0,0,0,0,0,0,0,0,0,0
6522,00-0021100,J. Putzier,0,2002,0,0,0,0,0,0,0,0,0,0
6523,00-0021103,M.Banks,0,2002,0,0,0,0,0,0,0,0,0,0
6526,00-0021121,A.Harris,0,2002,0,0,0,0,1,8,0,0,0,0
6528,00-0021141,J.Harrington,8,2002,429,166,7,4,0,0,0,0,0,0
6534,00-0021147,D.Stallworth,0,2002,0,0,2,2,42,594,0,0,0,0
6535,00-0021148,J.Shockey,0,2002,0,0,0,0,74,894,0,0,0,0
6537,00-0021150,W.Green,0,2002,0,0,243,887,16,113,0,0,0,0
6539,00-0021152,A.Lelie,0,2002,0,0,4,40,35,525,0,0,0,0
6540,00-0021153,J.Walker,0,2002,0,0,1,11,23,319,0,0,0,0
6541,00-0021154,D.Graham,0,2002,0,0,0,0,15,150,0,0,0,0
6546,00-0021159,J.Stevens,0,2002,0,0,0,0,26,252,0,0,0,0
6550,00-0021163,J.Gaffney,0,2002,1,0,0,0,41,483,0,0,0,0
6552,00-0021166,J.Reed,0,2002,0,0,0,0,37,509,0,0,0,0
6559,00-0021174,T.Carter,0,2002,0,0,3,28,2,37,0,0,0,0
6560,00-0021175,A.Davis,0,2002,0,0,3,7,37,420,0,0,0,0
6561,00-0021176,R.Caldwell,0,2002,1,0,2,9,22,208,0,0,0,0
6564,00-0021179,C. Portis,0,2002,0,0,273,1508,33,364,0,0,0,0
6567,00-0021182,M.Morris,0,2002,0,0,32,153,3,25,0,0,0,0
6568,00-0021183,D. Jolley,0,2002,0,0,0,0,32,409,0,0,0,0
6569,00-0021184,L.Betts,0,2002,0,0,65,307,12,154,0,0,0,0
6575,00-0021190,A.Randle El,1,2002,8,0,19,134,47,489,0,0,0,0
6576,00-0021191,A.Bryant,0,2002,0,0,6,40,44,733,0,0,0,0
6577,00-0021192,D.Branch,0,2002,0,0,2,0,43,489,0,0,0,0
6589,00-0021206,J. McCown,5,2002,18,18,1,20,0,0,0,0,0,0
6592,00-0021209,L. Gordon,0,2002,0,0,65,228,30,278,0,0,0,0
6594,00-0021213,C.Baker,0,2002,0,0,0,0,2,14,0,0,0,0
6597,00-0021216,B.Westbrook,0,2002,1,0,46,193,9,86,0,0,0,0
6601,00-0021223,J.Wells,0,2002,0,0,197,529,9,48,0,0,0,0
6604,00-0021226,J.Chandler,0,2002,0,0,0,0,0,0,12,14,281,183
6605,00-0021227,J.Peelle,0,2002,0,0,0,0,3,15,0,0,0,0
6609,00-0021231,D. Garrard,7,2002,46,30,25,139,0,0,0,0,0,0
6610,00-0021232,T.Dorsch,0,2002,0,0,0,0,0,0,0,0,0,0
6614,00-0021236,R. McMichael,0,2002,0,0,1,8,39,485,0,0,0,0
6616,00-0021238,R.Davey,0,2002,2,0,2,-4,0,0,0,0,0,0
6618,00-0021241,D.Sanders,0,2002,0,0,0,0,3,23,0,0,0,0
6619,00-0021242,R.Johnson,0,2002,0,0,0,0,10,114,0,0,0,0
6625,00-0021252,N.Davenport,0,2002,0,0,39,184,5,33,0,0,0,0
6626,00-0021253,J.Baxter,0,2002,0,0,7,14,5,33,0,0,0,0
6627,00-0021254,R.Fasani,7,2002,44,121,18,95,0,0,0,0,0,0
6628,00-0021255,J.Owens,0,2002,0,0,0,0,5,49,0,0,0,0
6637,00-0021268,"T.Jones,Jr.",0,2002,0,0,0,0,11,106,0,0,0,0
6642,00-0021279,V.Haynes,0,2002,0,0,10,51,3,10,0,0,0,0
6645,00-0021282,R.Hannam,0,2002,0,0,0,0,1,16,0,0,0,0
6648,00-0021287,K.Heinrich,0,2002,0,0,0,0,0,0,0,0,0,0
6658,00-0021304,J.Gilmore,0,2002,0,0,0,0,10,130,0,0,0,0
6659,00-0021306,A.Peterson,0,2002,0,0,19,101,3,18,0,0,0,0
6660,00-0021309,L.Mays,0,2002,0,0,0,0,0,0,0,0,0,0
6661,00-0021313,J.Hunter,0,2002,0,0,1,9,5,35,0,0,0,0
6662,00-0021314,C.Taylor,0,2002,0,0,33,122,14,129,0,0,0,0
6665,00-0021329,D.Hill,0,2002,0,0,0,0,0,0,0,0,0,0
6666,00-0021330,Daryl Jones,0,2002,0,0,1,4,8,90,0,0,0,0
6668,00-0021337,R.Curry,0,2002,0,0,0,0,0,0,0,0,0,0
6675,00-0021347,H.Epstein,0,2002,0,0,0,0,0,0,9,13,140,178
6677,00-0021352,M.Murphy,0,2002,0,0,0,0,1,8,0,0,0,0
6678,00-0021353,D.Givens,0,2002,0,0,0,0,9,92,0,0,0,0
6679,00-0021357,R.Cartwright,0,2002,0,0,3,22,11,121,0,0,0,0
6681,00-0021371,D.Barnes,0,2002,0,0,0,0,0,0,0,0,0,0
6682,00-0021376,T.Duckett,0,2002,0,0,130,507,9,61,0,0,0,0
6684,00-0021379,P.Ramsey,18,2002,227,197,13,-1,0,0,0,0,0,0
6690,00-0021386,T.Stephens,0,2002,0,0,0,0,1,6,0,0,0,0
6692,00-0000007,R.Abdullah,0,2003,0,0,18,37,8,55,0,0,0,0
6698,00-0000108,D.Akers,0,2003,0,0,0,0,0,0,29,42,823,191
6702,00-0000166,S. Alexander,0,2003,0,0,0,0,0,0,0,0,0,0
6704,00-0000251,M.Alstott,0,2003,0,0,27,77,10,83,0,0,0,0
6706,00-0000282,M. Andersen,0,2003,0,0,0,0,0,0,20,59,591,190
6707,00-0000313,G.Anderson,0,2003,0,0,0,0,0,0,31,42,953,179
6708,00-0000339,R.Anderson,0,2003,1,0,70,306,69,493,0,0,0,0
6715,00-0000541,J. Avery,0,2003,0,0,1,0,2,24,0,0,0,0
6717,00-0000552,O.Ayanbadejo,0,2003,0,0,1,-2,12,53,0,0,0,0
6721,00-0000722,T.Banks,13,2003,102,0,6,27,0,0,0,0,0,0
6722,00-0000727,B.Banta,0,2003,0,0,0,0,0,0,0,0,0,0
6725,00-0000745,T.Barber,0,2003,0,0,278,1215,69,461,0,0,0,0
6727,00-0000765,R.Barlow,0,2003,0,0,0,0,3,27,0,0,0,0
6731,00-0000849,M.Bartrum,0,2003,0,0,0,0,0,0,0,0,0,0
6732,00-0000865,C. Batch,1,2003,8,0,1,11,0,0,0,0,0,0
6733,00-0000869,D. Bates,0,2003,0,0,0,0,15,151,0,0,0,0
6734,00-0000872,M.Bates,0,2003,0,0,0,0,0,0,0,0,0,0
6735,00-0000911,F.Baxter,0,2003,0,0,0,0,0,0,0,0,0,0
6737,00-0000942,F.Beasley,0,2003,0,0,17,24,19,184,0,0,0,0
6739,00-0001098,B.Bennett,0,2003,0,0,56,173,25,176,0,0,0,0
6743,00-0001215,J. Bettis,0,2003,0,0,246,811,13,86,0,0,0,0
6744,00-0001218,S. Beuerlein,9,2003,63,0,5,13,0,0,0,0,0,0
6745,00-0001222,E.Beverly,0,2003,0,0,0,0,0,0,0,0,0,0
6750,00-0001335,J.Blake,19,2003,368,0,30,177,0,0,0,0,0,0
6751,00-0001361,D.Bledsoe,49,2003,471,0,23,29,0,0,0,0,0,0
6754,00-0001477,M.Booker,0,2003,0,0,3,-7,52,715,0,0,0,0
6755,00-0001532,D.Boston,0,2003,0,0,3,18,70,880,0,0,0,0
6757,00-0001545,T.Bouman,1,2003,13,0,4,1,0,0,0,0,0,0
6762,00-0001627,C.Bradford,0,2003,0,0,0,0,24,460,0,0,0,0
6763,00-0001661,K.Brady,0,2003,0,0,0,0,29,281,0,0,0,0
6766,00-0001759,D.Brien,0,2003,0,0,0,0,0,0,32,24,956,197
6771,00-0001823,A.Brooks,36,2003,518,0,52,183,0,0,0,0,0,0
6779,00-0001980,K.Brown,0,2003,0,0,0,0,0,0,22,27,641,199
6783,00-0002058,T.Brown,0,2003,0,0,1,4,51,563,0,0,0,0
6784,00-0002068,T.Brown,0,2003,0,0,6,27,40,472,0,0,0,0
6786,00-0002099,I.Bruce,0,2003,2,0,2,17,69,981,0,0,0,0
6787,00-0002102,M. Bruener,0,2003,0,0,0,0,2,12,0,0,0,0
6788,00-0002110,M.Brunell,9,2003,82,0,8,19,0,0,0,0,0,0
6791,00-0002159,S.Bryson,0,2003,0,0,158,606,54,340,0,0,0,0
6799,00-0002380,S.Bush,0,2003,0,0,0,0,11,71,0,0,0,0
6801,00-0002565,D.Campbell,0,2003,0,0,0,0,20,195,0,0,0,0
6802,00-0002586,M.Campbell,0,2003,0,0,0,0,34,339,0,0,0,0
6803,00-0002655,J.Carney,0,2003,0,0,1,3,0,0,30,37,777,331
6808,00-0002743,K.Carter,0,2003,0,0,19,72,1,11,0,0,0,0
6809,00-0002846,L.Centers,0,2003,0,0,21,82,19,106,0,0,0,0
6810,00-0002861,B.Chamberlain,0,2003,0,0,0,0,4,29,0,0,0,0
6811,00-0002876,C.Chandler,14,2003,192,0,14,35,0,0,0,0,0,0
6817,00-0002962,W.Chrebet,0,2003,0,0,0,0,27,289,0,0,0,0
6818,00-0002975,S. Christie,0,2003,0,0,0,0,0,0,20,36,491,187
6820,00-0003035,D.Clark,0,2003,0,0,0,0,44,433,0,0,0,0
6821,00-0003103,C.Cleeland,0,2003,0,0,2,-5,10,145,0,0,0,0
6825,00-0003136,M.Cloud,0,2003,0,0,27,118,1,8,0,0,0,0
6832,00-0003292,K.Collins,28,2003,500,0,17,49,0,0,0,0,0,0
6834,00-0003315,T. Collins,0,2003,12,0,8,-7,0,0,0,0,0,0
6836,00-0003344,G.Comella,0,2003,0,0,0,0,0,0,0,0,0,0
6837,00-0003395,B.Conway,0,2003,0,0,0,0,0,0,19,9,489,210
6838,00-0003396,C.Conway,0,2003,0,0,0,0,46,640,0,0,0,0
6839,00-0003400,E.Conwell,0,2003,0,0,0,0,26,290,0,0,0,0
6840,00-0003501,J.Cortez,0,2003,0,0,0,0,0,0,0,0,0,0
6841,00-0003535,T.Couch,19,2003,203,0,11,39,1,-3,0,0,0,0
6846,00-0003663,Z.Crockett,0,2003,0,0,48,145,7,53,0,0,0,0
6848,00-0003739,D. Culpepper,38,2003,454,0,72,422,0,0,0,0,0,0
6857,00-0004052,S.Davis,0,2003,0,0,318,1444,14,159,0,0,0,0
6859,00-0004091,P.Dawson,0,2003,0,0,1,14,0,0,21,21,577,129
6860,00-0004112,J.Dearth,0,2003,0,0,0,0,0,0,0,0,0,0
6862,00-0004161,J.Delhomme,23,2003,449,0,42,43,0,0,0,0,0,0
6863,00-0004229,K.Detmer,0,2003,5,0,0,0,0,0,0,0,0,0
6866,00-0004293,T.Dilfer,1,2003,8,0,2,-1,0,0,0,0,0,0
6867,00-0004294,K.Dilger,0,2003,0,0,0,0,22,244,0,0,0,0
6868,00-0004304,C.Dillon,0,2003,0,0,138,541,11,71,0,0,0,0
6872,00-0004386,C. Doering,0,2003,0,0,0,0,18,240,0,0,0,0
6878,00-0004541,D.Driver,0,2003,0,0,5,51,52,621,0,0,0,0
6879,00-0004574,R.Dudley,0,2003,0,0,0,0,7,42,0,0,0,0
6881,00-0004637,J. Dunn,0,2003,0,0,0,0,5,35,0,0,0,0
6882,00-0004640,W.Dunn,1,2003,0,0,125,672,37,336,0,0,0,0
6883,00-0004673,T. Dwight,0,2003,0,0,9,88,14,193,0,0,0,0
6884,00-0004694,K.Dyson,0,2003,0,0,0,0,2,15,0,0,0,0
6887,00-0004768,M.Edwards,0,2003,0,0,7,13,31,226,0,0,0,0
6888,00-0004780,T.Edwards,0,2003,0,0,3,-9,35,487,0,0,0,0
6890,00-0004811,J.Elam,0,2003,0,0,0,0,0,0,31,39,957,166
6893,00-0004915,B.Engram,0,2003,0,0,0,0,52,640,0,0,0,0
6899,00-0005091,K.Faulk,0,2003,1,0,178,638,48,440,0,0,0,0
6900,00-0005092,M.Faulk,0,2003,0,0,209,818,45,290,0,0,0,0
6901,00-0005101,C.Fauria,0,2003,0,0,0,0,28,285,0,0,0,0
6903,00-0005106,B.Favre,19,2003,472,0,18,15,0,0,0,0,0,0
6908,00-0005180,J.Fiedler,20,2003,314,22,33,95,0,0,0,0,0,0
6909,00-0005229,J.Finn,0,2003,0,0,0,0,13,88,0,0,0,0
6910,00-0005231,B.Finneran,0,2003,0,0,0,0,26,368,0,0,0,0
6917,00-0005363,D. Flutie,8,2003,167,0,33,168,0,0,0,0,0,0
6925,00-0005562,A.Freeman,0,2003,0,0,0,0,14,141,0,0,0,0
6926,00-0005589,G. Frerotte,5,2003,65,0,12,-2,0,0,0,0,0,0
6929,00-0005620,C.Fuamatu-Ma'afala,0,2003,0,0,35,144,1,2,0,0,0,0
6931,00-0005668,O.Gadsden,0,2003,0,0,0,0,4,48,0,0,0,0
6932,00-0005720,J.Galloway,0,2003,0,0,4,22,34,672,0,0,0,0
6934,00-0005741,R.Gannon,17,2003,224,0,6,18,0,0,0,0,0,0
6936,00-0005755,J.Garcia,22,2003,392,0,54,325,1,6,0,0,0,0
6941,00-0005779,C.Garner,0,2003,0,0,120,553,48,386,0,0,0,0
6943,00-0005816,O.Gary,0,2003,0,0,113,384,13,69,0,0,0,0
6944,00-0005822,S.Gash,0,2003,0,0,1,3,11,83,0,0,0,0
6945,00-0005883,E.George,0,2003,0,0,312,1031,22,163,0,0,0,0
6952,00-0006043,T.Glenn,0,2003,1,0,3,55,52,754,0,0,0,0
6956,00-0006101,T. Gonzalez,0,2003,0,0,0,0,71,915,0,0,0,0
6958,00-0006133,H. Goodwin,0,2003,0,0,0,0,4,26,0,0,0,0
6961,00-0006223,M.Gramatica,0,2003,0,0,0,0,0,0,26,34,511,295
6964,00-0006305,A.Green,0,2003,0,0,355,1883,50,367,0,0,0,0
6965,00-0006355,T. Green,20,2003,523,0,26,83,0,0,0,0,0,0
6968,00-0006423,B.Griese,12,2003,130,0,5,15,0,0,0,0,0,0
6971,00-0006627,A.Hakim,0,2003,1,0,3,51,49,449,0,0,0,0
6974,00-0006662,J.Hall,0,2003,0,0,0,0,0,0,33,27,916,316
6981,00-0006777,K.Hankton,0,2003,0,0,0,0,2,27,0,0,0,0
6983,00-0006800,J.Hanson,0,2003,0,0,0,0,0,0,23,27,834,43
6984,00-0006804,P.Hape,0,2003,0,0,0,0,3,30,0,0,0,0
6990,00-0007024,M.Harrison,0,2003,0,0,1,3,94,1272,0,0,0,0
6993,00-0007091,M.Hasselbeck,42,2003,513,0,36,125,0,0,0,0,0,0
6994,00-0007103,M.Hatchette,0,2003,0,0,0,0,15,203,0,0,0,0
6996,00-0007180,G.Hearst,0,2003,0,0,178,768,25,211,0,0,0,0
6997,00-0007213,S.Heiden,0,2003,0,0,0,0,18,134,0,0,0,0
6998,00-0007254,W.Henderson,0,2003,0,0,0,0,24,214,0,0,0,0
7001,00-0007357,C. Hetherington,0,2003,0,0,0,0,2,23,0,0,0,0
7003,00-0007468,I.Hilliard,0,2003,0,0,2,19,60,608,0,0,0,0
7004,00-0007546,J.Hodgins,0,2003,0,0,2,6,14,58,0,0,0,0
7005,00-0007576,K. Holcomb,21,2003,302,0,8,7,0,0,0,0,0,0
7006,00-0007579,R.Holcombe,0,2003,0,0,63,201,19,140,0,0,0,0
7012,00-0007661,P. Holmes,0,2003,1,0,320,1420,74,690,0,0,0,0
7014,00-0007681,T.Holt,0,2003,0,0,1,5,117,1696,0,0,0,0
7016,00-0007744,J.Horn,0,2003,1,0,2,15,78,973,0,0,0,0
7018,00-0007834,B.Huard,1,2003,3,0,2,9,0,0,0,0,0,0
7019,00-0007835,D.Huard,0,2003,1,0,1,-1,0,0,0,0,0,0
7024,00-0008109,C.Jackson,0,2003,0,0,0,0,0,0,0,0,0,0
7027,00-0008196,T.Jackson,0,2003,0,0,0,0,0,0,0,0,0,0
7030,00-0008241,E.James,0,2003,0,0,309,1257,51,292,0,0,0,0
7034,00-0008313,S.Jefferson,0,2003,0,0,1,3,6,46,0,0,0,0
7036,00-0008391,T.Jervey,0,2003,0,0,0,0,0,0,0,0,0,0
7038,00-0008442,B.Johnson,20,2003,570,0,25,33,0,0,0,0,0,0
7043,00-0008560,K.Johnson,0,2003,1,0,0,0,58,634,0,0,0,0
7044,00-0008561,K.Johnson,0,2003,0,0,0,0,45,601,0,0,0,0
7045,00-0008568,L. Johnson,0,2003,0,0,4,26,0,0,0,0,0,0
7046,00-0008598,P.Johnson,0,2003,0,0,0,0,15,170,0,0,0,0
7048,00-0008612,R. Johnson,4,2003,20,0,3,21,0,0,0,0,0,0
7051,00-0008749,F.Jones,0,2003,0,0,0,0,55,517,0,0,0,0
7056,00-0008962,J.Jurevicius,0,2003,0,0,0,0,12,118,0,0,0,0
7058,00-0009007,D.Kanell,2,2003,103,0,6,5,0,0,0,0,0,0
7059,00-0009028,J.Kasay,0,2003,0,0,0,0,0,0,38,30,1130,272
7062,00-0009119,R.Kelly,0,2003,0,0,0,0,13,81,0,0,0,0
7065,00-0009163,E. Kennison,0,2003,0,0,2,9,56,854,0,0,0,0
7068,00-0009266,S.King,3,2003,22,0,4,20,0,0,0,0,0,0
7070,00-0009311,J.Kitna,37,2003,521,0,38,117,0,0,0,0,0,0
7071,00-0009323,J. Kleinsasser,0,2003,0,0,2,15,46,401,0,0,0,0
7074,00-0009417,R.Konrad,0,2003,0,0,4,17,16,166,0,0,0,0
7075,00-0009443,B.Kozlowski,0,2003,0,0,0,0,10,87,0,0,0,0
7086,00-0009829,D.Levens,0,2003,0,0,68,197,5,39,0,0,0,0
7087,00-0009842,C.Lewis,0,2003,0,0,0,0,23,293,0,0,0,0
7088,00-0009869,J.Lewis,0,2003,0,0,1,6,4,100,0,0,0,0
7096,00-0010007,K.Lockett,0,2003,0,0,0,0,5,76,0,0,0,0
7098,00-0010072,R.Longwell,0,2003,0,0,0,0,0,0,26,51,806,134
7104,00-0010240,S.Mack,0,2003,1,0,93,253,9,55,0,0,0,0
7105,00-0010261,T. Maddox,41,2003,519,0,13,12,0,0,0,0,0,0
7107,00-0010333,K.Mangum,0,2003,0,0,0,0,17,199,0,0,0,0
7109,00-0010346,P.Manning,19,2003,566,0,27,29,1,-2,0,0,0,0
7110,00-0010373,O.Mare,0,2003,0,0,0,0,0,0,29,34,782,267
7113,00-0010442,C.Martin,0,2003,0,0,323,1308,42,262,0,0,0,0
7116,00-0010500,D.Mason,0,2003,0,0,3,11,95,1303,0,0,0,0
7120,00-0010632,F.McAfee,0,2003,0,0,1,13,0,0,0,0,0,0
7124,00-0010650,E.McCaffrey,0,2003,0,0,0,0,19,195,0,0,0,0
7125,00-0010668,K.McCardell,0,2003,0,0,0,0,84,1179,0,0,0,0
7129,00-0010747,F.McCrary,0,2003,0,0,3,3,2,12,0,0,0,0
7140,00-0010974,J.McKnight,0,2003,0,0,2,75,23,285,0,0,0,0
7141,00-0011022,D.McNabb,43,2003,479,0,70,359,1,-7,0,0,0,0
7142,00-0011024,S.McNair,20,2003,400,0,37,138,1,4,0,0,0,0
7148,00-0011224,I.Mili,0,2003,0,0,0,0,46,492,0,0,0,0
7149,00-0011236,B.Miller,0,2003,0,0,0,0,40,355,0,0,0,0
7154,00-0011378,R. Mirer,22,2003,221,0,20,83,0,0,0,0,0,0
7157,00-0011399,B.Mitchell,0,2003,0,0,4,20,4,38,0,0,0,0
7165,00-0011551,D.Moore,0,2003,0,0,0,0,7,82,0,0,0,0
7169,00-0011641,S.Morey,0,2003,0,0,0,0,0,0,0,0,0,0
7170,00-0011718,H.Morrow,0,2003,0,0,0,0,0,0,0,0,0,0
7171,00-0011727,J. Morton,0,2003,0,0,8,94,50,740,0,0,0,0
7172,00-0011754,R. Moss,0,2003,1,0,6,18,111,1632,0,0,0,0
7173,00-0011770,E.Moulds,0,2003,0,0,0,0,64,780,0,0,0,0
7174,00-0011795,M.Muhammad,0,2003,0,0,2,-2,54,837,0,0,0,0
7176,00-0011869,A.Murrell,0,2003,0,0,28,107,4,32,0,0,0,0
7182,00-0011958,L. Neal,0,2003,0,0,18,40,16,62,0,0,0,0
7183,00-0011970,J.Nedney,0,2003,0,0,0,0,0,0,1,1,50,0
7191,00-0012261,N.O'Donnell,0,2003,27,0,1,-1,0,0,0,0,0,0
7198,00-0012478,T.Owens,0,2003,0,0,3,-2,80,1102,0,0,0,0
7205,00-0012637,J.Pathon,0,2003,0,0,0,0,44,578,0,0,0,0
7206,00-0012642,D.Patten,0,2003,0,0,1,4,9,140,0,0,0,0
7208,00-0012726,D.Pederson,0,2003,2,0,8,-7,0,0,0,0,0,0
7209,00-0012732,R.Peete,3,2003,10,0,0,0,0,0,0,0,0,0
7212,00-0012875,T.Peterson,0,2003,0,0,0,0,0,0,15,23,395,110
7216,00-0013013,M.Pittman,0,2003,0,0,187,751,75,591,0,0,0,0
7219,00-0013042,J.Plummer,14,2003,302,0,37,205,0,0,0,0,0,0
7220,00-0013080,M.Pollard,0,2003,0,0,0,0,40,541,0,0,0,0
7227,00-0013232,P.Price,0,2003,0,0,2,3,64,838,0,0,0,0
7230,00-0013262,S.Pritchett,0,2003,0,0,21,93,18,83,0,0,0,0
7231,00-0013268,R.Proehl,0,2003,0,0,0,0,27,389,0,0,0,0
7237,00-0013422,W.Rasby,0,2003,0,0,0,0,6,55,0,0,0,0
7244,00-0013639,J.Rice,0,2003,1,0,0,0,63,861,0,0,0,0
7247,00-0013694,T. Richardson,0,2003,0,0,24,59,12,76,0,0,0,0
7248,00-0013699,W.Richey,0,2003,0,0,0,0,0,0,2,0,56,51
7249,00-0013712,M.Ricks,0,2003,0,0,0,0,37,434,0,0,0,0
7250,00-0013728,J. Riemersma,0,2003,0,0,0,0,10,138,0,0,0,0
7252,00-0013773,J.Ritchie,0,2003,0,0,1,1,17,86,0,0,0,0
7259,00-0013888,M.Robinson,0,2003,0,0,0,0,31,451,0,0,0,0
7261,00-0013958,C.Rogers,0,2003,0,0,0,0,0,0,0,0,0,0
7283,00-0014328,F.Sanders,0,2003,0,0,0,0,14,170,0,0,0,0
7284,00-0014350,O. Santiago,0,2003,0,0,0,0,5,69,0,0,0,0
7289,00-0014450,C.Schlesinger,0,2003,0,0,9,16,34,247,0,0,0,0
7290,00-0014489,B.Schroeder,0,2003,1,0,0,0,36,397,0,0,0,0
7298,00-0014722,S.Sharpe,0,2003,0,0,0,0,62,770,0,0,0,0
7301,00-0014729,B.Shaw,0,2003,0,0,0,0,56,732,0,0,0,0
7311,00-0015091,A.Smith,0,2003,0,0,182,642,14,92,0,0,0,0
7317,00-0015152,D.Smith,0,2003,0,0,0,0,0,0,0,0,0,0
7318,00-0015165,E.Smith,0,2003,0,0,90,256,14,107,0,0,0,0
7320,00-0015218,J.Smith,0,2003,0,0,0,0,54,805,0,0,0,0
7321,00-0015242,L.Smith,0,2003,0,0,11,61,1,2,0,0,0,0
7324,00-0015290,R.Smith,0,2003,1,0,10,98,74,846,0,0,0,0
7326,00-0015420,J.Sowell,0,2003,0,0,1,2,47,436,0,0,0,0
7334,00-0015523,D.Staley,0,2003,0,0,97,457,36,382,0,0,0,0
7336,00-0015601,A.Stecker,0,2003,0,0,37,125,9,48,0,0,0,0
7340,00-0015700,K.Stewart,25,2003,251,0,59,290,0,0,0,0,0,0
7344,00-0015751,J.Stokes,0,2003,0,0,0,0,15,154,0,0,0,0
7345,00-0015754,B.Stokley,0,2003,0,0,0,0,22,211,0,0,0,0
7348,00-0015784,M.Stover,0,2003,0,0,0,0,0,0,38,35,1081,238
7350,00-0015811,T.Streets,0,2003,0,0,0,0,47,595,0,0,0,0
7351,00-0015830,M.Strong,0,2003,0,0,37,174,29,216,0,0,0,0
7355,00-0015959,K.Swayne,0,2003,0,0,0,0,2,29,0,0,0,0
7356,00-0015980,R.Swinton,0,2003,0,0,3,11,9,100,0,0,0,0
7361,00-0016098,F.Taylor,0,2003,0,0,345,1572,48,370,0,0,0,0
7366,00-0016193,V.Testaverde,6,2003,198,0,6,13,0,0,0,0,0,0
7372,00-0016373,D.Thompson,0,2003,0,0,0,0,26,359,0,0,0,0
7374,00-0016440,J.Thrash,0,2003,0,0,5,53,49,558,0,0,0,0
7378,00-0016550,A.Toomer,0,2003,0,0,1,5,63,1057,0,0,0,0
7386,00-0016677,J. Tuman,0,2003,0,0,0,0,12,113,0,0,0,0
7393,00-0016830,M.Vanderjagt,0,2003,0,0,0,0,0,0,37,46,1249,0
7394,00-0016838,A.Van Pelt,1,2003,12,0,4,-6,0,0,0,0,0,0
7396,00-0016919,A.Vinatieri,0,2003,0,0,0,0,0,0,34,38,760,325
7408,00-0017109,W.Walls,0,2003,0,0,0,0,20,222,0,0,0,0
7410,00-0017160,D.Ward,0,2003,0,0,0,0,7,106,0,0,0,0
7411,00-0017162,H. Ward,0,2003,0,0,11,61,95,1163,0,0,0,0
7413,00-0017200,K.Warner,6,2003,65,0,1,0,0,0,0,0,0,0
7421,00-0017356,J.Weaver,0,2003,0,0,0,0,35,437,0,0,0,0
7425,00-0017486,T.Wheatley,0,2003,0,0,159,678,12,120,0,0,0,0
7429,00-0017611,A.Whitted,0,2003,0,0,6,37,7,106,0,0,0,0
7433,00-0017644,J.Wiggins,0,2003,0,0,0,0,8,80,0,0,0,0
7436,00-0017693,J.Wilkins,0,2003,0,0,1,7,0,0,42,46,1384,125
7437,00-0017697,T.Wilkins,0,2003,0,0,0,0,0,0,0,0,0,0
7442,00-0017847,K.Williams,0,2003,0,0,1,2,7,114,0,0,0,0
7443,00-0017892,M. Williams,0,2003,0,0,174,745,65,644,0,0,0,0
7444,00-0017896,N.Luchey,0,2003,0,0,1,3,1,12,0,0,0,0
7446,00-0017915,R.Williams,0,2003,0,0,392,1372,50,351,0,0,0,0
7467,00-0018272,A.Wright,19,2003,178,0,27,75,0,0,0,0,0,0
7470,00-0018343,F.Wycheck,0,2003,0,0,0,0,17,165,0,0,0,0
7476,00-0018501,A. Zereoue,0,2003,0,0,132,433,40,310,0,0,0,0
7479,00-0018578,R.Neufeld,0,2003,0,0,1,14,3,41,0,0,0,0
7481,00-0018588,A.Ricard,0,2003,0,0,19,79,9,62,0,0,0,0
