,player_id,player_name,sacks_suffered,season,attempts,passing_air_yards,carries,rushing_yards,receptions,receiving_yards,fg_att,pat_att,fg_made_distance,fg_missed_distance
22322,00-0027764,K.Meier,0,2011,0,0,0,0,0,0,0,0,0,0
22325,00-0027769,F.Onobun,0,2011,0,0,0,0,0,0,0,0,0,0
22327,00-0027772,A.Dixon,0,2011,0,0,29,87,1,6,0,0,0,0
22329,00-0027776,C.Mitchell,0,2011,0,0,0,0,3,31,0,0,0,0
22331,00-0027779,D.Karim,0,2011,0,0,63,130,14,120,0,0,0,0
22332,00-0027783,A.McCoy,0,2011,0,0,0,0,13,146,0,0,0,0
22333,00-0027786,J.Dwyer,0,2011,0,0,16,123,1,6,0,0,0,0
22335,00-0027789,D.Briscoe,0,2011,0,0,0,0,35,387,0,0,0,0
22337,00-0027791,J.Starks,0,2011,0,0,133,578,29,216,0,0,0,0
22338,00-0027793,A.Brown,0,2011,0,0,7,41,69,1108,0,0,0,0
22339,00-0027796,J.Webb,3,2011,63,605,22,154,1,9,0,0,0,0
22345,00-0027813,T.Austin,0,2011,0,0,0,0,12,137,0,0,0,0
22347,00-0027816,M.Mariani,0,2011,0,0,1,4,5,24,0,0,0,0
22352,00-0027825,J.Dray,0,2011,0,0,0,0,2,25,0,0,0,0
22357,00-0027836,J.Konz,0,2011,0,0,0,0,0,0,0,0,0,0
22361,00-0027844,E.Lorig,0,2011,0,0,0,0,6,53,0,0,0,0
22364,00-0027854,S.Bradford,36,2011,357,3269,18,26,0,0,0,0,0,0
22370,00-0027861,C.Spiller,0,2011,0,0,107,561,39,269,0,0,0,0
22373,00-0027864,R.Mathews,0,2011,0,0,222,1091,50,455,0,0,0,0
22382,00-0027873,J.Gresham,0,2011,0,0,0,0,56,596,0,0,0,0
22383,00-0027874,D.Thomas,0,2011,1,9,1,5,32,551,0,0,0,0
22385,00-0027876,T.Tebow,33,2011,271,3491,122,660,0,0,0,0,0,0
22389,00-0027880,J.Best,0,2011,0,0,84,390,27,287,0,0,0,0
22396,00-0027888,T.Gerhart,0,2011,0,0,109,531,23,190,0,0,0,0
22398,00-0027890,B.Tate,0,2011,0,0,175,942,13,98,0,0,0,0
22399,00-0027891,G.Tate,0,2011,0,0,5,14,35,382,0,0,0,0
22401,00-0027893,D.Williams,0,2011,0,0,0,0,45,592,0,0,0,0
22404,00-0027902,D.Bryant,0,2011,0,0,1,5,63,928,0,0,0,0
22406,00-0027905,W.Tukuafu,0,2011,0,0,0,0,0,0,0,0,0,0
22407,00-0027912,D.Alexander,0,2011,0,0,0,0,26,431,0,0,0,0
22410,00-0027917,T.Clutts,0,2011,0,0,0,0,8,48,0,0,0,0
22411,00-0027918,A.Hawkins,0,2011,0,0,5,25,23,263,0,0,0,0
22412,00-0027920,E.Arceneaux,0,2011,0,0,0,0,1,10,0,0,0,0
22413,00-0027939,C.Newton,35,2011,517,4907,126,706,1,27,0,0,0,0
22416,00-0027942,A.Green,0,2011,0,0,5,53,65,1057,0,0,0,0
22418,00-0027944,J.Jones,0,2011,0,0,6,56,54,959,0,0,0,0
22420,00-0027946,J.Locker,5,2011,66,586,8,56,0,0,0,0,0,0
22422,00-0027948,B.Gabbert,40,2011,413,3216,48,98,0,0,0,0,0,0
22424,00-0027950,C.Ponder,30,2011,291,2667,28,219,0,0,0,0,0,0
22438,00-0027964,J.Baldwin,0,2011,0,0,0,0,21,254,0,0,0,0
22440,00-0027966,M.Ingram,0,2011,0,0,124,492,11,46,0,0,0,0
22446,00-0027973,A.Dalton,24,2011,516,4298,37,152,0,0,0,0,0,0
22447,00-0027974,C.Kaepernick,0,2011,5,44,2,-2,0,0,0,0,0,0
22452,00-0027981,K.Rudolph,0,2011,0,0,0,0,26,249,0,0,0,0
22453,00-0027982,T.Young,0,2011,0,0,2,15,50,616,0,0,0,0
22456,00-0027985,L.Kendricks,0,2011,0,0,1,-8,28,352,0,0,0,0
22463,00-0027994,S.Vereen,0,2011,0,0,15,57,0,0,0,0,0,0
22464,00-0027996,T.Smith,0,2011,0,0,4,39,50,841,0,0,0,0
22465,00-0027997,G.Little,0,2011,0,0,3,15,61,709,0,0,0,0
22467,00-0028000,D.Thomas,0,2011,0,0,165,581,12,72,0,0,0,0
22469,00-0028002,R.Cobb,0,2011,1,22,2,5,25,375,0,0,0,0
22473,00-0028007,R.Housler,0,2011,0,0,0,0,12,133,0,0,0,0
22475,00-0028009,D.Murray,0,2011,0,0,164,897,26,183,0,0,0,0
22477,00-0028011,S.Ridley,0,2011,0,0,87,441,3,13,0,0,0,0
22481,00-0028016,A.Pettis,0,2011,0,0,1,-6,27,256,0,0,0,0
22482,00-0028017,L.Hankerson,0,2011,0,0,0,0,13,163,0,0,0,0
22485,00-0028020,V.Brown,0,2011,0,0,0,0,19,329,0,0,0,0
22486,00-0028021,J.Jernigan,0,2011,0,0,0,0,0,0,0,0,0,0
22498,00-0028034,A.Green,0,2011,0,0,3,11,1,6,0,0,0,0
22504,00-0028040,J.Cameron,0,2011,0,0,0,0,6,33,0,0,0,0
22506,00-0028042,L.Stocker,0,2011,0,0,0,0,12,92,0,0,0,0
22507,00-0028043,R.Helu,0,2011,0,0,151,640,49,379,0,0,0,0
22509,00-0028045,K.Durham,0,2011,0,0,0,0,3,30,0,0,0,0
22512,00-0028049,E.Gates,0,2011,0,0,1,4,2,19,0,0,0,0
22513,00-0028050,G.Salas,0,2011,0,0,1,8,27,264,0,0,0,0
22515,00-0028052,C.Shorts,0,2011,0,0,0,0,2,30,0,0,0,0
22516,00-0028053,K.Hunter,0,2011,0,0,112,473,16,195,0,0,0,0
22519,00-0028057,D.Carter,0,2011,0,0,101,377,5,18,0,0,0,0
22520,00-0028058,A.Henery,0,2011,0,0,0,0,0,0,27,46,767,135
22523,00-0028061,T.Doss,0,2011,0,0,0,0,0,0,0,0,0,0
22524,00-0028062,O.Marecic,0,2011,0,0,4,8,5,31,0,0,0,0
22525,00-0028063,T.Jones,0,2011,0,0,16,73,2,25,0,0,0,0
22526,00-0028064,B.Powell,0,2011,0,0,13,21,1,7,0,0,0,0
22528,00-0028067,J.Thomas,0,2011,0,0,0,0,1,5,0,0,0,0
22529,00-0028068,J.Harper,0,2011,0,0,17,44,4,32,0,0,0,0
22531,00-0028070,K.Pilares,0,2011,0,0,0,0,0,0,0,0,0,0
22532,00-0028071,J.White,0,2011,0,0,12,38,1,-3,0,0,0,0
22533,00-0028074,A.Sherman,0,2011,0,0,1,3,8,72,0,0,0,0
22536,00-0028079,D.Williams,0,2011,0,0,0,0,2,13,0,0,0,0
22540,00-0028083,J.Rodgers,0,2011,0,0,57,205,21,188,0,0,0,0
22543,00-0028086,D.Moore,0,2011,0,0,5,61,33,618,0,0,0,0
22544,00-0028087,D.Lewis,0,2011,0,0,23,102,1,-3,0,0,0,0
22547,00-0028090,T.Yates,15,2011,134,1116,14,57,0,0,0,0,0,0
22548,00-0028091,J.Kerley,0,2011,1,16,5,28,29,314,0,0,0,0
22550,00-0028093,N.Paul,0,2011,0,0,1,7,2,25,0,0,0,0
22553,00-0028097,L.Smith,0,2011,0,0,0,0,4,11,0,0,0,0
22557,00-0028105,R.Whalen,0,2011,0,0,0,0,4,27,0,0,0,0
22562,00-0028112,C.Clay,0,2011,0,0,0,0,16,233,0,0,0,0
22563,00-0028114,D.Harris,0,2011,0,0,0,0,0,0,0,0,0,0
22564,00-0028115,E.Royster,0,2011,0,0,56,328,9,68,0,0,0,0
22565,00-0028118,T.Taylor,2,2011,1,13,1,2,0,0,0,0,0,0
22566,00-0028119,R.Gordon,0,2011,0,0,0,0,1,2,0,0,0,0
22579,00-0028142,V.Green,0,2011,0,0,0,0,3,24,0,0,0,0
22582,00-0028149,B.Miller,0,2011,0,0,4,8,11,83,0,0,0,0
22587,00-0028156,R.Taylor,0,2011,0,0,0,0,1,4,0,0,0,0
22588,00-0028158,S.Chapas,0,2011,0,0,0,0,1,9,0,0,0,0
22589,00-0028159,D.Scott,0,2011,0,0,5,16,2,13,0,0,0,0
22591,00-0028163,A.Allen,0,2011,0,0,3,8,0,0,0,0,0,0
22597,00-0028174,S.Burton,0,2011,0,0,0,0,2,38,0,0,0,0
22598,00-0028179,D.Ausberry,0,2011,0,0,1,-2,2,14,0,0,0,0
22601,00-0028187,D.Sampson,0,2011,0,0,0,0,3,36,0,0,0,0
22605,00-0028208,J.Clay,0,2011,0,0,10,41,0,0,0,0,0,0
22607,00-0028242,J.Hastings,0,2011,0,0,0,0,0,0,0,0,0,0
22611,00-0028267,A.Reisner,0,2011,0,0,0,0,1,5,0,0,0,0
22612,00-0028270,W.Saunders,0,2011,0,0,0,0,4,29,0,0,0,0
22614,00-0028288,L.Williams,0,2011,0,0,0,0,4,46,0,0,0,0
22615,00-0028291,J.Baker,0,2011,0,0,0,0,3,27,0,0,0,0
22617,00-0028295,C.Franklin,0,2011,0,0,0,0,0,0,0,0,0,0
22620,00-0028337,Ky.Adams,0,2011,0,0,0,0,0,0,0,0,0,0
22623,00-0028352,D.Sanzenbacher,0,2011,0,0,1,-4,27,276,0,0,0,0
22629,00-0028409,D.Harris,0,2011,0,0,9,42,1,4,0,0,0,0
22633,00-0028417,J.Newsome,0,2011,0,0,0,0,0,0,0,0,0,0
22636,00-0028434,D.Baldwin,0,2011,0,0,1,-2,51,788,0,0,0,0
22638,00-0028442,R.Lockette,0,2011,0,0,0,0,2,105,0,0,0,0
22641,00-0028486,R.Mahaffey,0,2011,0,0,0,0,1,5,0,0,0,0
22643,00-0028492,H.Hynoski,0,2011,0,0,0,0,12,83,0,0,0,0
22646,00-0028497,K.Aiken,0,2011,0,0,0,0,0,0,0,0,0,0
22647,00-0028509,Z.Pianalto,0,2011,0,0,0,0,4,40,0,0,0,0
22648,00-0028522,M.Higgins,0,2011,0,0,0,0,1,4,0,0,0,0
22652,00-0028543,J.Maehl,0,2011,0,0,0,0,0,0,0,0,0,0
22653,00-0028550,C.Cochart,0,2011,0,0,0,0,5,44,0,0,0,0
22656,00-0028565,A.Allen,0,2011,0,0,15,48,0,0,0,0,0,0
22658,00-0028574,M.Madu,0,2011,0,0,15,55,10,72,0,0,0,0
22662,00-0028602,B.Saine,0,2011,0,0,18,69,9,62,0,0,0,0
22664,00-0028613,P.Tanner,0,2011,0,0,22,76,2,19,0,0,0,0
22671,00-0028660,D.Bailey,0,2011,0,0,0,0,0,0,37,39,1126,175
22676,00-0028706,Ar.Smith,0,2011,0,0,3,2,0,0,0,0,0,0
22679,00-0028746,D.Adams,0,2011,0,0,0,0,0,0,0,0,0,0
22682,00-0028825,T.Pryor,0,2011,0,0,0,0,0,0,0,0,0,0
22684,00-0000108,D.Akers,0,2012,0,0,0,0,0,0,42,44,1022,455
22688,00-0000865,C.Batch,3,2012,70,663,0,0,0,0,0,0,0,0
22691,00-0004091,P.Dawson,0,2012,0,0,0,0,0,0,31,29,1086,39
22692,00-0004541,D.Driver,0,2012,0,0,0,0,8,77,0,0,0,0
22694,00-0006101,T.Gonzalez,0,2012,0,0,0,0,93,930,0,0,0,0
22695,00-0006800,J.Hanson,0,2012,0,0,0,0,0,0,36,38,1234,185
22696,00-0007091,M.Hasselbeck,14,2012,221,1707,13,38,0,0,0,0,0,0
22700,00-0010346,P.Manning,21,2012,583,4841,23,6,0,0,0,0,0,0
22701,00-0010373,O.Mare,0,2012,0,0,0,0,0,0,8,7,189,43
22704,00-0011754,R.Moss,0,2012,0,0,0,0,28,434,0,0,0,0
22708,00-0015754,B.Stokley,0,2012,0,0,0,0,45,544,0,0,0,0
22709,00-0016919,A.Vinatieri,0,2012,0,0,0,0,0,0,33,37,961,232
22714,00-0019310,R.Lindell,0,2012,0,0,0,0,0,0,24,39,734,133
22717,00-0019536,S.Graham,0,2012,0,0,0,0,0,0,38,45,1102,302
22721,00-0019596,T.Brady,27,2012,637,5508,23,32,0,0,0,0,0,0
22724,00-0019642,P.Burress,0,2012,0,0,0,0,3,42,0,0,0,0
22725,00-0019646,S.Janikowski,0,2012,0,0,0,0,0,0,34,25,1094,176
22727,00-0019770,J.Feely,0,2012,0,0,1,0,0,0,28,25,956,87
22728,00-0019778,L.Tynes,0,2012,0,0,0,0,0,0,39,46,1117,214
22730,00-0020245,M.Vick,28,2012,351,3111,62,332,0,0,0,0,0,0
22734,00-0020337,S.Smith,0,2012,0,0,3,27,73,1174,0,0,0,0
22743,00-0020494,S.Moss,0,2012,0,0,3,14,41,573,0,0,0,0
22745,00-0020498,R.Wayne,0,2012,0,0,1,-5,106,1355,0,0,0,0
22748,00-0020516,T.Heap,0,2012,0,0,0,0,8,94,0,0,0,0
22749,00-0020531,D.Brees,26,2012,670,5468,15,5,0,0,0,0,0,0
22752,00-0020578,M.Bryant,0,2012,0,0,0,0,0,0,38,44,1198,193
22753,00-0020608,D.Carr,1,2012,3,10,3,-3,0,0,0,0,0,0
22754,00-0020679,Sh.Hill,0,2012,13,141,1,-1,0,0,0,0,0,0
22756,00-0020804,C.McIntyre,0,2012,0,0,0,0,1,9,0,0,0,0
22760,00-0020962,R.Bironas,0,2012,0,0,0,0,0,0,31,35,884,233
22762,00-0020972,B.Cundiff,0,2012,0,0,0,0,0,0,12,17,260,222
22768,00-0021147,D.Stallworth,0,2012,0,0,0,0,1,63,0,0,0,0
22769,00-0021154,D.Graham,0,2012,0,0,0,0,0,0,0,0,0,0
22770,00-0021163,J.Gaffney,0,2012,0,0,0,0,4,68,0,0,0,0
22772,00-0021192,D.Branch,0,2012,0,0,0,0,16,145,0,0,0,0
22775,00-0021236,R.McMichael,0,2012,0,0,0,0,9,51,0,0,0,0
22785,00-0021429,C.Palmer,26,2012,565,4712,18,36,0,0,0,0,0,0
22789,00-0021547,A.Gates,0,2012,0,0,0,0,49,538,0,0,0,0
22790,00-0021570,K.Osgood,0,2012,0,0,0,0,0,0,0,0,0,0
22795,00-0021678,T.Romo,36,2012,648,5715,30,49,1,-1,0,0,0,0
22798,00-0021756,W.Heller,0,2012,0,0,0,0,17,150,0,0,0,0
22802,00-0021931,K.Walter,0,2012,0,0,0,0,41,518,0,0,0,0
22803,00-0021940,J.Brown,0,2012,0,0,0,0,0,0,12,8,392,56
22815,00-0021999,N.Burleson,0,2012,0,0,8,48,27,240,0,0,0,0
22823,00-0022044,A.Johnson,0,2012,0,0,0,0,112,1598,0,0,0,0
22826,00-0022054,V.Shiancoe,0,2012,0,0,0,0,0,0,0,0,0,0
22832,00-0022084,A.Boldin,0,2012,0,0,1,3,65,921,0,0,0,0
22833,00-0022097,B.Lloyd,0,2012,0,0,0,0,74,911,0,0,0,0
22838,00-0022127,J.Witten,0,2012,0,0,0,0,110,1039,0,0,0,0
22847,00-0022165,D.Clark,0,2012,0,0,0,0,47,435,0,0,0,0
22850,00-0022177,B.Leftwich,3,2012,53,541,1,31,0,0,0,0,0,0
22851,00-0022178,W.McGahee,0,2012,0,0,167,731,26,221,0,0,0,0
22852,00-0022217,M.Moore,0,2012,0,0,13,20,6,77,0,0,0,0
22858,00-0022388,T.Copper,0,2012,0,0,1,1,8,79,0,0,0,0
22859,00-0022397,V.Leach,0,2012,0,0,9,32,21,143,0,0,0,0
22860,00-0022405,L.Polite,0,2012,0,0,0,0,1,8,0,0,0,0
22862,00-0022414,M.Floyd,0,2012,0,0,0,0,56,814,0,0,0,0
22863,00-0022421,R.Martin,0,2012,0,0,0,0,4,41,0,0,0,0
22864,00-0022427,W.Welker,0,2012,0,0,2,20,118,1354,0,0,0,0
22877,00-0022736,S.Jackson,0,2012,0,0,258,1045,38,321,0,0,0,0
22878,00-0022737,N.Kaeding,0,2012,0,0,0,0,0,0,10,9,268,41
22879,00-0022738,C.Cooley,0,2012,0,0,0,0,1,8,0,0,0,0
22886,00-0022781,M.Jenkins,0,2012,0,0,0,0,40,449,0,0,0,0
22888,00-0022787,M.Schaub,27,2012,544,4351,21,-9,1,-6,0,0,0,0
22890,00-0022803,E.Manning,19,2012,536,5122,20,30,0,0,0,0,0,0
22894,00-0022811,J.Cotchery,0,2012,0,0,0,0,17,205,0,0,0,0
22895,00-0022821,M.Turner,0,2012,0,0,222,800,19,128,0,0,0,0
22902,00-0022847,B.Hartsock,0,2012,0,0,0,0,2,30,0,0,0,0
22905,00-0022864,L.McCown,0,2012,0,0,2,-3,0,0,0,0,0,0
22907,00-0022874,J.Scobee,0,2012,0,0,0,0,0,0,28,19,907,142
22908,00-0022897,G.Jones,0,2012,0,0,5,8,11,64,0,0,0,0
22914,00-0022921,L.Fitzgerald,0,2012,0,0,0,0,71,798,0,0,0,0
22915,00-0022922,K.Winslow,0,2012,0,0,0,0,1,12,0,0,0,0
22917,00-0022924,B.Roethlisberger,30,2012,449,3704,26,92,0,0,0,0,0,0
22919,00-0022929,D.Henderson,0,2012,0,0,1,13,22,316,0,0,0,0
22921,00-0022942,P.Rivers,49,2012,527,3960,27,40,0,0,0,0,0,0
22922,00-0022943,B.Watson,0,2012,0,0,0,0,49,501,0,0,0,0
22926,00-0022984,R.Grant,0,2012,0,0,32,132,1,34,0,0,0,0
22927,00-0022999,J.Kuhn,0,2012,0,0,23,63,15,148,0,0,0,0
22928,00-0023001,S.Suisham,0,2012,0,0,1,-1,0,0,31,34,1014,131
22934,00-0023096,N.Novak,0,2012,0,0,0,0,0,0,20,33,615,109
22936,00-0023176,J.Cribbs,0,2012,0,0,6,42,7,63,0,0,0,0
22941,00-0023252,R.Gould,0,2012,0,0,0,0,0,0,25,33,748,81
22944,00-0023310,L.Moore,0,2012,0,0,0,0,65,1041,0,0,0,0
22947,00-0023367,N.Washington,0,2012,0,0,0,0,46,746,0,0,0,0
22951,00-0023408,G.Camarillo,0,2012,0,0,0,0,4,44,0,0,0,0
22952,00-0023436,A.Smith,24,2012,218,1674,31,132,0,0,0,0,0,0
22953,00-0023437,R.Brown,0,2012,0,0,46,220,49,371,0,0,0,0
22954,00-0023438,B.Edwards,0,2012,0,0,0,0,18,199,0,0,0,0
22955,00-0023439,C.Benson,0,2012,0,0,71,248,14,97,0,0,0,0
22964,00-0023459,A.Rodgers,51,2012,552,4467,54,259,1,-1,0,0,0,0
22965,00-0023460,J.Campbell,6,2012,51,389,7,28,0,0,0,0,0,0
22967,00-0023462,R.White,0,2012,0,0,0,0,92,1351,0,0,0,0
22968,00-0023465,H.Miller,0,2012,0,0,0,0,71,816,0,0,0,0
22978,00-0023482,M.Nugent,0,2012,0,0,0,0,0,0,23,35,668,185
22981,00-0023490,R.Parrish,0,2012,0,0,0,0,0,0,0,0,0,0
22984,00-0023496,V.Jackson,0,2012,0,0,0,0,72,1384,0,0,0,0
22985,00-0023500,F.Gore,0,2012,0,0,258,1214,28,234,0,0,0,0
22986,00-0023503,C.Roby,0,2012,0,0,0,0,1,9,0,0,0,0
22987,00-0023506,A.Smith,0,2012,0,0,0,0,13,47,0,0,0,0
22999,00-0023541,K.Orton,0,2012,10,67,0,0,0,0,0,0,0,0
23000,00-0023545,B.Jacobs,0,2012,0,0,5,7,0,0,0,0,0,0
23005,00-0023564,D.Sproles,0,2012,0,0,48,244,75,667,0,0,0,0
23009,00-0023578,D.Orlovsky,0,2012,7,73,0,0,0,0,0,0,0,0
23017,00-0023630,J.Dreessen,0,2012,0,0,0,0,41,356,0,0,0,0
23020,00-0023645,D.Anderson,0,2012,4,27,0,0,0,0,0,0,0,0
23023,00-0023662,M.Cassel,19,2012,277,2298,27,145,0,0,0,0,0,0
23024,00-0023679,B.Bajema,0,2012,0,0,0,0,0,0,0,0,0,0
23025,00-0023682,R.Fitzpatrick,30,2012,505,3906,48,197,0,0,0,0,0,0
23031,00-0023752,D.Fells,0,2012,0,0,0,0,4,85,0,0,0,0
23033,00-0023853,M.Prater,0,2012,1,21,0,0,0,0,32,55,889,270
23038,00-0023921,M.Austin,0,2012,0,0,0,0,66,943,0,0,0,0
23041,00-0023968,M.Spurlock,0,2012,0,0,0,0,23,200,0,0,0,0
23047,00-0024103,M.Owens,0,2012,0,0,42,209,8,113,0,0,0,0
23052,00-0024204,F.Jackson,0,2012,0,0,115,437,34,217,0,0,0,0
23053,00-0024217,R.Bush,0,2012,0,0,227,986,35,292,0,0,0,0
23056,00-0024221,V.Davis,0,2012,0,0,0,0,41,548,0,0,0,0
23060,00-0024225,M.Leinart,1,2012,33,249,0,0,0,0,0,0,0,0
23061,00-0024226,J.Cutler,38,2012,434,4441,41,233,0,0,0,0,0,0
23072,00-0024240,S.Holmes,0,2012,0,0,0,0,20,272,0,0,0,0
23073,00-0024242,D.Williams,0,2012,0,0,173,737,13,187,0,0,0,0
23074,00-0024243,M.Lewis,0,2012,0,0,0,0,52,540,0,0,0,0
23087,00-0024264,K.Clemens,0,2012,3,56,2,5,0,0,0,0,0,0
23089,00-0024267,G.Jennings,0,2012,0,0,0,0,36,366,0,0,0,0
23090,00-0024268,A.Fasano,0,2012,0,0,0,0,41,332,0,0,0,0
23094,00-0024272,D.Hester,0,2012,0,0,3,6,23,242,0,0,0,0
23097,00-0024275,M.Jones-Drew,0,2012,0,0,86,414,14,86,0,0,0,0
23098,00-0024276,T.Scheffler,0,2012,0,0,0,0,42,504,0,0,0,0
23103,00-0024287,L.Pope,0,2012,0,0,0,0,3,9,0,0,0,0
23104,00-0024297,D.Hagan,0,2012,0,0,0,0,20,259,0,0,0,0
23105,00-0024301,D.Thomas,0,2012,0,0,0,0,11,86,0,0,0,0
23107,00-0024305,M.Stovall,0,2012,0,0,0,0,0,0,0,0,0,0
23111,00-0024313,O.Daniels,0,2012,0,0,0,0,62,716,0,0,0,0
23112,00-0024315,M.Robinson,0,2012,0,0,12,49,13,126,0,0,0,0
23113,00-0024318,B.Smith,0,2012,1,36,14,116,14,152,0,0,0,0
23115,00-0024324,J.Avant,0,2012,0,0,0,0,53,648,0,0,0,0
23117,00-0024332,L.Washington,0,2012,0,0,23,83,4,31,0,0,0,0
23118,00-0024333,S.Gostkowski,0,2012,0,0,0,0,0,0,35,66,1040,257
23119,00-0024334,B.Marshall,0,2012,0,0,1,-2,118,1508,0,0,0,0
23126,00-0024345,D.Hixon,0,2012,0,0,0,0,39,567,0,0,0,0
23134,00-0024369,J.King,0,2012,0,0,0,0,17,129,0,0,0,0
23140,00-0024389,D.Walker,0,2012,0,0,0,0,21,344,0,0,0,0
23142,00-0024394,L.Vickers,0,2012,0,0,3,11,13,104,0,0,0,0
23145,00-0024408,B.Gradkowski,0,2012,11,110,4,-2,0,0,0,0,0,0
23154,00-0024447,D.Aromashodu,0,2012,0,0,0,0,11,182,0,0,0,0
23156,00-0024463,B.Obomanu,0,2012,0,0,1,11,4,58,0,0,0,0
23157,00-0024466,M.Colston,0,2012,0,0,0,0,83,1154,0,0,0,0
23163,00-0024535,E.Weems,0,2012,0,0,0,0,2,27,0,0,0,0
23164,00-0024559,D.Ware,0,2012,0,0,11,51,14,100,0,0,0,0
23172,00-0024756,M.Willis,0,2012,0,0,0,0,10,90,0,0,0,0
23174,00-0024813,P.Thomas,0,2012,0,0,105,473,39,354,0,0,0,0
23175,00-0025389,C.Johnson,0,2012,0,0,0,0,122,1964,0,0,0,0
23178,00-0025394,A.Peterson,0,2012,0,0,348,2097,40,217,0,0,0,0
23180,00-0025396,T.Ginn,0,2012,0,0,1,7,2,1,0,0,0,0
23183,00-0025399,M.Lynch,0,2012,0,0,315,1590,23,196,0,0,0,0
23191,00-0025409,B.Quinn,21,2012,197,1620,19,66,0,0,0,0,0,0
23192,00-0025410,D.Bowe,0,2012,0,0,0,0,59,801,0,0,0,0
23196,00-0025414,R.Meachem,0,2012,0,0,1,-6,14,207,0,0,0,0
23199,00-0025418,G.Olsen,0,2012,0,0,0,0,69,843,0,0,0,0
23202,00-0025423,K.Kolb,27,2012,183,1446,16,100,0,0,0,0,0,0
23204,00-0025425,Z.Miller,0,2012,0,0,0,0,38,396,0,0,0,0
23207,00-0025431,S.Rice,0,2012,2,56,2,6,50,748,0,0,0,0
23211,00-0025438,S.Smith,0,2012,0,0,0,0,14,131,0,0,0,0
23212,00-0025439,B.Leonard,0,2012,0,0,33,106,11,67,0,0,0,0
23218,00-0025450,B.Jackson,0,2012,0,0,8,54,2,20,0,0,0,0
23222,00-0025460,J.Jones,0,2012,0,0,1,6,30,406,0,0,0,0
23223,00-0025462,L.Robinson,0,2012,0,0,0,0,24,252,0,0,0,0
23224,00-0025463,J.Hill,0,2012,0,0,0,0,2,15,0,0,0,0
23225,00-0025464,M.Spaeth,0,2012,0,0,0,0,6,28,0,0,0,0
23226,00-0025465,Ja.Jones,0,2012,0,0,0,0,64,784,0,0,0,0
23231,00-0025479,T.Edwards,0,2012,2,6,0,0,0,0,0,0,0,0
23233,00-0025487,M.Bush,0,2012,0,0,114,411,9,83,0,0,0,0
23236,00-0025490,I.Stanback,0,2012,0,0,0,0,1,6,0,0,0,0
23245,00-0025516,S.Chandler,0,2012,0,0,0,0,43,571,0,0,0,0
23247,00-0025524,L.McClain,0,2012,0,0,14,42,8,29,0,0,0,0
23249,00-0025529,S.Breaston,0,2012,0,0,0,0,7,74,0,0,0,0
23254,00-0025540,K.Boss,0,2012,0,0,0,0,3,65,0,0,0,0
23255,00-0025542,D.Rosario,0,2012,0,0,0,0,10,95,0,0,0,0
23256,00-0025547,J.Medlock,0,2012,0,0,0,0,0,0,10,23,228,83
23258,00-0025549,B.Celek,0,2012,0,0,0,0,57,684,0,0,0,0
23264,00-0025559,L.Naanee,0,2012,0,0,0,0,1,19,0,0,0,0
23266,00-0025565,N.Folk,0,2012,0,0,0,0,0,0,27,30,746,142
23267,00-0025568,R.Maui'a,0,2012,0,0,0,0,1,7,0,0,0,0
23271,00-0025580,M.Crosby,0,2012,0,0,0,0,0,0,33,50,812,569
23273,00-0025604,T.Thigpen,0,2012,5,30,1,-1,0,0,0,0,0,0
23283,00-0025631,J.Snelling,0,2012,0,0,18,63,31,203,0,0,0,0
23284,00-0025637,A.Bradshaw,0,2012,0,0,221,1015,23,245,0,0,0,0
23290,00-0025701,J.Battle,0,2012,0,0,95,311,15,108,0,0,0,0
23291,00-0025708,Matt.Moore,2,2012,19,225,5,-3,0,0,0,0,0,0
23298,00-0025824,G.Hartley,0,2012,0,0,0,0,0,0,22,57,588,174
23305,00-0025860,B.Green-Ellis,0,2012,0,0,278,1094,22,104,0,0,0,0
23310,00-0025944,S.Hauschka,0,2012,0,0,0,0,0,0,27,48,795,112
23312,00-0025951,D.Reynaud,0,2012,0,0,16,33,5,35,0,0,0,0
23316,00-0026000,D.Bess,0,2012,0,0,0,0,61,778,0,0,0,0
23317,00-0026003,D.Carpenter,0,2012,0,0,0,0,0,0,27,26,827,249
23318,00-0026008,M.Mulligan,0,2012,0,0,0,0,8,84,0,0,0,0
23320,00-0026019,D.Woodhead,0,2012,0,0,76,301,40,446,0,0,0,0
23321,00-0026029,K.Lumpkin,0,2012,0,0,9,42,0,0,0,0,0,0
23322,00-0026033,M.Cox,0,2012,0,0,0,0,3,22,0,0,0,0
23323,00-0026035,D.Amendola,0,2012,0,0,2,8,63,666,0,0,0,0
23325,00-0026069,M.Tolbert,0,2012,0,0,54,183,27,268,0,0,0,0
23327,00-0026072,J.Collins,0,2012,0,0,0,0,14,70,0,0,0,0
23331,00-0026123,E.Moore,0,2012,0,0,0,0,1,6,0,0,0,0
23332,00-0026138,C.Barth,0,2012,0,0,0,0,0,0,33,39,1122,207
23334,00-0026143,M.Ryan,28,2012,615,5004,34,141,0,0,0,0,0,0
23335,00-0026144,D.McFadden,0,2012,0,0,216,707,42,258,0,0,0,0
23342,00-0026153,J.Stewart,0,2012,0,0,93,336,17,157,0,0,0,0
23347,00-0026158,J.Flacco,35,2012,531,5341,32,22,0,0,0,0,0,0
23350,00-0026162,F.Jones,0,2012,0,0,111,402,25,262,0,0,0,0
